name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
camel,1.0,org.apache.camel.processor.FilterProcessor,7,2,0,8,16,0,3,5,5,0.333333333,67,1.0,2,0.538461538,0.35714285700000004,1,1,8.285714286000001,1,0.8571,0
camel,1.0,org.apache.camel.bam.processor.JpaBamProcessorSupport,16,2,1,13,36,78,1,12,10,0.75,188,1.0,1,0.333333333,0.2375,1,1,10.5,3,1.0625,0
camel,1.0,org.apache.camel.component.cxf.transport.CamelTransportFactory,10,0,0,12,17,21,0,12,9,0.666666667,80,1.0,1,0.0,0.333333333,0,0,6.7,1,0.8,0
camel,1.0,org.apache.camel.spring.SpringCamelContext,10,3,0,16,22,43,2,14,8,0.333333333,93,1.0,0,0.826086957,0.4,1,1,8.2,1,0.8,0
camel,1.0,org.apache.camel.processor.loadbalancer.LoadBalancer,3,1,0,5,3,3,4,1,3,2.0,3,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.impl.PredicateSupport,4,1,4,6,11,6,4,2,3,2.0,36,0.0,0,0.0,0.5625,0,0,8.0,2,1.0,0
camel,1.0,org.apache.camel.spring.spi.BeanInjector,2,2,0,3,6,1,0,3,2,2.0,14,0.0,0,0.833333333,0.666666667,0,0,6.0,1,0.5,0
camel,1.0,org.apache.camel.component.file.FileMessage,10,3,0,4,14,33,1,4,10,0.222222222,58,1.0,0,0.7241379309999999,0.6,2,5,4.7,1,0.8,0
camel,1.0,org.apache.camel.component.mail.MessageHeaderNamesAccessException,1,5,0,2,2,0,1,1,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
camel,1.0,org.apache.camel.component.jbi.CamelJbiComponent,13,0,0,16,43,74,2,15,9,0.8611111109999999,223,1.0,2,0.0,0.21978022,0,0,15.92307692,2,1.1538,0
camel,1.0,org.apache.camel.spring.EndpointFactoryBean,12,1,0,4,15,46,0,4,11,0.795454545,73,1.0,2,0.0,0.26666666699999997,0,0,4.75,1,0.9167,0
camel,1.0,org.apache.camel.builder.Builder,9,1,0,5,16,36,2,3,9,2.0,69,0.0,0,0.0,0.194444444,0,0,6.666666667,1,0.8889,0
camel,1.0,org.apache.camel.processor.loadbalancer.LoadBalancerSupport,4,1,2,4,8,0,2,2,4,0.0,28,1.0,0,0.0,0.75,0,0,5.75,1,0.75,0
camel,1.0,org.apache.camel.CamelContext,17,1,0,84,17,136,80,7,17,2.0,17,0.0,0,0.0,0.222222222,0,0,0.0,1,1.0,1
camel,1.0,org.apache.camel.component.cxf.transport.CamelConstants,1,1,0,0,2,0,0,0,1,2.0,22,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
camel,1.0,org.apache.camel.component.file.FileExchange,3,2,0,7,6,0,4,4,3,0.0,24,1.0,0,0.9285714290000001,0.666666667,0,0,6.666666667,1,0.6667,0
camel,1.0,org.apache.camel.spring.util.BeanInfo,11,1,0,16,45,33,3,14,5,0.72,302,1.0,2,0.0,0.3,0,0,26.0,5,2.0909,0
camel,1.0,org.apache.camel.component.http.CamelServlet,5,0,0,8,20,0,2,6,3,0.0,72,1.0,0,0.0,0.5,0,0,13.2,1,0.8,0
camel,1.0,org.apache.camel.builder.xml.MessageVariableResolver,6,1,0,5,26,1,1,4,5,1.0,145,0.375,1,0.0,0.36,0,0,21.83333333,10,2.1667,0
camel,1.0,org.apache.camel.spring.RouteBuilderFinder,11,1,0,6,29,17,1,6,8,0.6333333329999999,160,1.0,1,0.0,0.303030303,0,0,13.27272727,5,1.3636,0
camel,1.0,org.apache.camel.util.Time,15,1,0,1,18,95,1,0,12,0.28571428600000004,106,1.0,0,0.0,0.37777777799999995,0,0,5.933333332999999,1,0.9333,0
camel,1.0,org.apache.camel.bam.model.EntitySupport,4,1,3,3,11,0,3,0,4,0.333333333,31,1.0,0,0.0,0.625,0,0,6.5,1,0.75,0
camel,1.0,org.apache.camel.ResolveEndpointFailedException,2,5,0,2,7,0,1,1,2,0.0,25,1.0,0,0.944444444,0.666666667,0,0,11.0,1,0.5,0
camel,1.0,org.apache.camel.component.jms.JmsConfiguration,82,1,1,22,143,2897,4,18,77,0.954938272,935,1.0,1,0.0,0.114446529,0,0,9.914634146000001,26,1.4512,0
camel,1.0,org.apache.camel.component.file.FileEndpoint,10,3,0,11,17,33,3,11,9,0.5555555560000001,79,1.0,0,0.666666667,0.26666666699999997,1,1,6.7,3,1.1,1
camel,1.0,org.apache.camel.spring.xml.CamelNamespaceHandler,5,2,0,7,14,2,3,7,3,0.625,112,1.0,3,0.692307692,0.533333333,0,0,20.6,1,0.8,0
camel,1.0,org.apache.camel.builder.LoggingErrorHandlerBuilder,9,1,0,7,12,0,1,6,9,0.25,87,1.0,1,0.0,0.41666666700000005,0,0,8.444444444,1,0.6667,0
camel,1.0,org.apache.camel.builder.ProcessorBuilder,6,1,0,8,12,15,1,7,6,2.0,37,0.0,0,0.0,0.5,0,0,5.166666667,1,0.8333,0
camel,1.0,org.apache.camel.builder.Fluent,3,1,0,2,3,3,2,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.spring.SpringRouteBuilder,5,3,0,4,17,8,0,4,5,0.25,98,1.0,0,0.9024390240000001,0.45,0,0,18.4,4,1.8,0
camel,1.0,org.apache.camel.impl.MessageSupport,13,1,1,7,24,66,2,5,11,0.770833333,113,1.0,2,0.0,0.3,0,0,7.384615385,3,1.1538,1
camel,1.0,org.apache.camel.component.mina.MinaProducer,5,3,0,15,27,0,2,15,2,0.583333333,105,1.0,1,0.8,0.5,1,1,19.4,3,1.0,0
camel,1.0,org.apache.camel.converter.jaxp.StringSource,7,2,0,1,17,0,1,0,7,0.25,83,1.0,0,0.692307692,0.7142857140000001,0,0,10.57142857,1,0.5714,0
camel,1.0,org.apache.camel.component.mock.MockEndpoint,34,2,0,18,72,475,6,17,28,0.848484848,600,1.0,0,0.304347826,0.123376623,1,1,16.38235294,2,1.1471,0
camel,1.0,org.apache.camel.spring.xml.BuilderAction,5,1,0,6,27,0,2,5,4,0.5,153,1.0,1,0.0,0.44,0,0,29.2,5,1.8,0
camel,1.0,org.apache.camel.impl.converter.DefaultTypeConverter,11,1,0,14,51,23,1,13,7,0.75,413,1.0,1,0.0,0.42,0,0,36.0,15,3.0,0
camel,1.0,org.apache.camel.processor.idempotent.MessageIdRepository,1,1,0,4,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.spring.spi.SpringComponentResolver,2,1,0,7,11,0,1,6,2,0.0,60,1.0,1,0.0,0.6,0,0,28.0,1,0.5,0
camel,1.0,org.apache.camel.component.cxf.CxfConsumer,4,3,0,12,16,0,2,12,1,0.5555555560000001,59,1.0,1,0.833333333,0.4,1,1,13.0,1,0.75,0
camel,1.0,org.apache.camel.component.processor.ProcessorEndpoint,8,2,0,12,15,18,2,12,6,0.7142857140000001,56,1.0,2,0.666666667,0.291666667,1,1,5.75,1,0.875,0
camel,1.0,org.apache.camel.builder.xml.NamespaceBuilder,5,1,0,1,16,4,0,1,5,0.0,62,1.0,0,0.0,0.6,0,0,11.2,2,1.0,0
camel,1.0,org.apache.camel.builder.PolicyBuilder,4,1,0,5,15,0,1,5,4,0.5555555560000001,68,1.0,2,0.0,0.5,0,0,15.25,1,0.75,0
camel,1.0,org.apache.camel.bam.processor.ProcessContext,14,1,0,6,18,61,2,5,14,0.8307692309999999,81,1.0,5,0.0,0.297619048,0,0,4.428571429,1,0.9286,0
camel,1.0,org.apache.camel.impl.DefaultExchange,28,1,11,23,50,346,16,7,22,0.8888888890000001,258,1.0,5,0.0,0.15555555599999998,0,0,7.928571429,3,1.25,1
camel,1.0,org.apache.camel.util.ExpressionListComparator,3,1,0,4,9,1,1,3,3,0.0,47,1.0,0,0.0,0.5,0,0,14.33333333,2,1.0,0
camel,1.0,org.apache.camel.RuntimeCamelException,4,4,12,33,8,6,33,0,4,1.333333333,21,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
camel,1.0,org.apache.camel.impl.ScheduledPollConsumer,15,3,2,8,30,79,2,6,11,0.816326531,146,1.0,0,0.5555555560000001,0.20535714300000002,1,1,8.266666667,1,0.8,0
camel,1.0,org.apache.camel.processor.CompositeProcessor,6,2,0,5,17,0,1,4,4,0.0,80,1.0,0,0.583333333,0.444444444,1,1,12.16666667,3,1.1667,0
camel,1.0,org.apache.camel.component.jms.RuntimeJmsException,1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
camel,1.0,org.apache.camel.impl.converter.TypeConverterLoader,1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.component.jmx.JMXExchange,1,2,0,6,4,0,3,4,1,2.0,11,0.0,0,1.0,1.0,0,0,10.0,0,0.0,0
camel,1.0,org.apache.camel.component.jms.JmsExchange,19,2,0,10,23,165,6,6,15,0.833333333,105,1.0,1,0.604651163,0.273684211,1,3,4.473684211,1,0.8947,0
camel,1.0,org.apache.camel.TypeConverter,1,1,0,17,1,0,17,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.builder.xml.XsltBuilder,25,1,0,11,63,230,0,11,22,0.65,316,1.0,2,0.0,0.13,0,0,11.44,3,1.04,1
camel,1.0,org.apache.camel.impl.PollingConsumerRoute,5,2,0,5,13,0,0,5,4,0.0,63,1.0,1,0.636363636,0.45,1,1,11.4,1,0.8,0
camel,1.0,org.apache.camel.util.CollectionHelper,2,1,0,1,7,1,1,0,2,2.0,37,0.0,0,0.0,0.5,0,0,17.5,3,1.5,0
camel,1.0,org.apache.camel.spi.Provider,1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.component.queue.QueueEndpointConsumer,5,2,0,5,19,0,1,5,3,0.583333333,78,1.0,2,0.636363636,0.46666666700000003,1,1,14.0,2,1.0,0
camel,1.0,org.apache.camel.builder.ProcessorFactory,1,1,0,12,1,0,11,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.impl.DefaultComponentResolver,3,1,0,7,15,1,1,6,2,0.5,62,1.0,1,0.0,0.666666667,0,0,19.33333333,3,1.0,0
camel,1.0,org.apache.camel.component.cxf.transport.CamelTransportBase,7,1,0,14,14,19,6,8,6,0.966666667,63,0.4,2,0.0,0.3,0,0,7.285714286,2,1.1429,0
camel,1.0,org.apache.camel.util.FactoryFinder,10,1,0,4,32,41,2,2,8,0.5555555560000001,217,1.0,0,0.0,0.55,0,0,20.5,1,0.8,0
camel,1.0,org.apache.camel.Processor,1,1,0,126,1,0,125,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
camel,1.0,org.apache.camel.spring.Main,17,2,0,9,56,84,4,8,11,0.739583333,304,1.0,0,0.318181818,0.25,1,1,16.52941176,4,1.4118,0
camel,1.0,org.apache.camel.component.jbi.JbiExchange,19,2,0,8,25,163,5,5,15,0.916666667,124,1.0,1,0.604651163,0.273684211,1,2,5.421052632,1,0.8947,0
camel,1.0,org.apache.camel.impl.converter.InstanceMethodTypeConverter,3,1,0,5,12,0,1,4,3,0.25,54,1.0,1,0.0,0.46666666700000003,0,0,16.33333333,2,1.0,0
camel,1.0,org.apache.camel.spi.XmlUnmarshaller,3,1,0,1,5,3,0,1,3,2.0,13,0.0,0,0.0,0.5555555560000001,0,0,3.333333333,1,0.6667,0
camel,1.0,org.apache.camel.builder.script.ScriptEvaluationException,3,5,0,2,6,3,1,1,3,2.0,16,0.0,0,1.0,0.7777777779999999,0,0,4.333333333,0,0.0,0
camel,1.0,org.apache.camel.spi.ComponentResolver,1,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.component.http.HttpComponent,6,3,1,6,10,3,2,5,5,0.4,33,1.0,1,0.761904762,0.36666666700000006,1,1,4.333333333,1,0.8333,0
camel,1.0,org.apache.camel.component.mail.JavaMailConnection,2,2,0,4,12,1,2,2,2,2.0,31,0.0,0,0.9642857140000001,0.75,0,0,14.5,1,0.5,0
camel,1.0,org.apache.camel.builder.PipelineBuilder,2,3,0,3,4,0,1,3,2,0.0,16,1.0,0,0.9859154929999999,0.666666667,1,1,6.5,1,0.5,0
camel,1.0,org.apache.camel.impl.DefaultComponent,11,2,16,26,22,37,18,9,7,0.7333333329999999,115,1.0,1,0.4375,0.30909090899999997,1,1,9.181818182,2,0.9091,0
camel,1.0,org.apache.camel.bam.TimeExpression,10,1,2,9,18,9,4,7,10,0.666666667,86,1.0,3,0.0,0.28571428600000004,0,0,7.3,3,1.2,0
camel,1.0,org.apache.camel.builder.MulticastBuilder,2,3,0,3,4,0,1,3,2,0.0,16,1.0,0,0.9859154929999999,0.666666667,1,1,6.5,1,0.5,0
camel,1.0,org.apache.camel.component.mail.MailConsumer,10,4,0,9,41,17,1,9,3,0.666666667,218,1.0,1,0.771428571,0.296296296,2,4,20.5,3,1.1,0
camel,1.0,org.apache.camel.view.RouteDotGenerator,7,1,0,7,27,9,0,7,4,0.75,110,1.0,0,0.0,0.4,0,0,14.42857143,2,0.8571,0
camel,1.0,org.apache.camel.spring.util.MethodInvocationStrategy,1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.component.cxf.CxfInvokeComponent,6,3,0,6,17,9,1,6,3,0.6,88,1.0,0,0.8,0.36666666700000006,1,1,13.5,3,1.1667,0
camel,1.0,org.apache.camel.component.rmi.RmiComponent,3,3,0,4,6,3,1,4,2,2.0,16,0.0,0,0.9411764709999999,0.5,1,1,4.333333333,1,0.3333,0
camel,1.0,org.apache.camel.util.URISupport,15,1,0,4,59,105,4,1,13,2.0,518,0.0,0,0.0,0.28,0,0,33.53333333,5,1.5333,0
camel,1.0,org.apache.camel.builder.FilterBuilder,6,3,1,6,10,0,2,5,6,0.0,46,1.0,1,0.933333333,0.5555555560000001,1,1,6.5,1,0.8333,0
camel,1.0,org.apache.camel.component.jbi.JbiBinding,6,1,0,9,27,15,7,3,3,2.0,91,0.0,0,0.0,0.444444444,0,0,14.16666667,2,1.1667,0
camel,1.0,org.apache.camel.processor.Splitter,5,2,0,9,21,0,1,8,3,0.25,84,1.0,2,0.636363636,0.4,1,1,15.4,1,0.8,0
camel,1.0,org.apache.camel.RuntimeTransformException,3,5,0,2,6,3,1,1,3,1.5,17,1.0,0,1.0,0.7777777779999999,0,0,4.333333333,0,0.0,0
camel,1.0,org.apache.camel.spring.util.MethodInfo,7,1,0,5,11,7,2,4,5,0.7222222220000001,54,1.0,1,0.0,0.28571428600000004,0,0,6.285714286,1,0.8571,0
camel,1.0,org.apache.camel.converter.CollectionConverter,6,1,0,0,13,15,0,0,6,2.0,53,0.0,0,0.0,0.25,0,0,7.833333333,2,1.1667,0
camel,1.0,org.apache.camel.component.mail.RuntimeMailException,1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
camel,1.0,org.apache.camel.ExpectedBodyTypeException,3,5,0,4,10,0,1,3,3,0.5,34,1.0,1,0.894736842,0.5555555560000001,0,0,9.666666667000001,1,0.6667,0
camel,1.0,org.apache.camel.component.mock.AssertionClause,9,1,2,9,24,30,4,7,7,0.625,97,1.0,0,0.0,0.26984127,0,0,9.666666667000001,2,1.0,0
camel,1.0,org.apache.camel.component.mail.MailProducer,4,3,0,9,8,2,2,9,2,0.7777777779999999,33,1.0,1,0.857142857,0.4,0,0,6.5,1,0.5,0
camel,1.0,org.apache.camel.component.jbi.JbiMessage,13,3,0,5,27,36,1,5,11,0.5,129,1.0,0,0.65625,0.326923077,2,7,8.846153846,3,1.3077,0
camel,1.0,org.apache.camel.component.activemq.ActiveMQConfiguration,8,2,0,5,19,22,1,4,6,0.571428571,70,1.0,0,0.91954023,0.41666666700000005,1,1,7.625,2,1.0,0
camel,1.0,org.apache.camel.builder.xml.ResultHandler,2,1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
camel,1.0,org.apache.camel.builder.xml.XPathBuilder,32,1,0,10,65,386,1,9,29,0.82078853,382,1.0,2,0.0,0.165625,0,0,10.65625,4,1.1875,0
camel,1.0,org.apache.camel.component.mail.MailBinding,7,1,0,11,38,21,4,9,3,2.0,167,0.0,0,0.0,0.3,0,0,22.85714286,3,1.4286,0
camel,1.0,org.apache.camel.converter.jaxp.XmlConverter,39,1,0,5,97,729,2,3,38,0.9,611,0.6,0,0.0,0.121052632,0,0,14.53846154,2,1.0,0
camel,1.0,org.apache.camel.NoSuchEndpointException,2,5,0,3,6,0,2,1,2,1.0,21,1.0,0,0.944444444,0.75,0,0,8.5,1,0.5,0
camel,1.0,org.apache.camel.impl.NoRouteBuilder,4,3,0,1,5,4,0,1,3,0.666666667,16,1.0,1,0.9487179490000001,0.666666667,1,1,2.75,1,0.5,0
camel,1.0,org.apache.camel.component.xmpp.XmppBinding,4,1,0,8,18,6,5,4,3,2.0,62,0.0,0,0.0,0.45833333299999995,0,0,14.5,3,1.25,0
camel,1.0,org.apache.camel.component.jbi.CamelJbiEndpoint,5,0,0,12,18,0,2,10,2,0.55,87,1.0,3,0.0,0.5,0,0,15.4,1,0.4,0
camel,1.0,org.apache.camel.Body,0,1,0,1,0,0,1,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
