,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
188,3,1,0,0,1,1,1,3,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,3,N
189,7,13,9,9,7,6,1,23,33.28,16.03,8555.65,0.18,111,0.06,475.31,533.62,37,74,15,13,32,Y
190,6,17,4,5,9,3,1,29,20.17,30.46,18713.14,0.2,124,0.03,1039.61,614.32,44,80,13,18,33,Y
191,6,17,1,6,9,2,7,28,13.48,33.0,14676.46,0.15,97,0.03,815.36,444.74,33,64,8,16,29,Y
192,4,3,1,0,2,1,1,9,15.16,15.0,3411.47,0.08,51,0.07,189.53,227.43,14,37,7,15,10,Y
193,5,7,0,6,4,1,4,13,14.41,10.5,1588.31,0.05,35,0.1,88.24,151.27,14,21,8,12,13,N
194,2,3,1,0,2,1,1,7,9.09,11.0,1100.0,0.03,25,0.09,61.11,100.0,10,15,5,11,8,N
195,2,5,14,4,3,1,1,4,12.12,13.2,2112.0,0.05,40,0.08,117.33,160.0,12,28,5,11,18,Y
196,3,9,0,2,5,3,3,10,12.2,18.0,3953.09,0.07,50,0.06,219.62,219.62,18,32,7,14,10,N
197,2,1,3,0,1,1,1,3,17.58,6.0,632.92,0.04,27,0.17,35.16,105.49,8,19,6,9,6,Y
198,4,3,0,0,2,1,1,15,15.71,19.38,5897.84,0.1,73,0.05,327.66,304.4,31,42,8,10,15,N
199,8,5,0,3,3,2,1,19,18.18,20.68,7775.68,0.13,82,0.05,431.98,375.97,35,47,11,13,19,N
200,54,15,12,27,8,3,1,105,108.11,36.96,147695.29,1.33,666,0.03,8205.29,3996.0,290,376,51,13,117,Y
201,8,1,0,4,1,1,1,6,22.5,2.0,90.0,0.02,15,0.5,5.0,45.0,4,11,4,4,6,N
202,3,3,2,0,2,1,1,6,10.38,9.9,1017.71,0.03,27,0.1,56.54,102.8,11,16,5,9,8,Y
203,15,3,6,8,2,2,1,31,36.01,29.66,31674.07,0.36,205,0.03,1759.67,1067.94,87,118,22,15,37,N
204,26,5,10,7,3,1,1,38,30.09,43.27,56334.14,0.43,277,0.02,3129.67,1302.02,118,159,15,11,48,Y
205,14,5,10,5,3,1,1,16,34.59,16.0,8854.91,0.18,126,0.06,491.94,553.43,52,74,13,8,26,Y
206,50,9,37,18,5,1,1,155,132.94,61.45,501990.12,2.72,1235,0.02,27888.34,8169.17,511,724,79,19,192,Y
207,8,3,0,3,2,1,1,19,59.53,8.08,3883.41,0.16,93,0.12,215.74,480.8,42,51,26,10,19,Y
208,14,5,3,2,3,1,1,64,44.68,37.34,62299.43,0.56,340,0.03,3461.08,1668.34,129,211,19,11,67,Y
209,23,5,24,19,3,2,1,55,74.79,38.6,111439.21,0.96,483,0.03,6191.07,2887.03,193,290,45,18,79,Y
210,8,3,0,8,2,2,1,13,35.04,3.85,519.3,0.04,33,0.26,28.85,134.89,11,22,10,7,13,Y
211,8,1,4,1,1,1,1,18,17.87,28.58,14596.38,0.17,138,0.03,810.91,510.66,49,89,6,7,22,Y
212,1,1,6,0,1,1,1,34,132.54,12.21,19761.56,0.54,293,0.08,1097.86,1618.4,116,177,38,8,40,N
213,2,1,0,2,1,1,1,54,215.91,13.45,39084.89,0.97,486,0.07,2171.38,2904.96,185,301,55,8,54,N
214,3,1,1,1,1,1,1,23,52.34,13.11,8997.69,0.23,146,0.08,499.87,686.26,59,87,18,8,24,Y
215,1,1,6,1,1,1,1,2,25.9,5.14,685.11,0.04,36,0.19,38.06,133.22,12,24,7,6,8,N
216,2,1,13,0,1,1,1,5,61.05,10.0,6105.34,0.2,127,0.1,339.19,610.53,50,77,20,8,18,N
