,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
47,11,1,0,22,1,1,1,22,49.13,16.0,12578.53,0.26,144,0.06,698.81,786.16,56,88,28,16,22,N
48,4,27,1,4,14,1,9,21,15.66,31.95,15993.34,0.17,102,0.03,888.52,500.5,37,65,11,19,22,N
49,3,37,0,0,19,6,11,36,33.88,39.58,53092.15,0.45,232,0.03,2949.56,1341.28,95,137,30,25,36,N
50,1,13,0,0,7,6,6,17,44.6,12.75,7250.82,0.19,110,0.08,402.82,568.69,51,59,24,12,17,N
51,4,21,0,1,11,3,5,29,26.43,34.72,31867.04,0.31,161,0.03,1770.39,917.77,75,86,27,25,29,N
52,1,17,0,0,9,1,9,19,19.04,26.67,13541.31,0.17,99,0.04,752.29,507.8,40,59,15,20,19,N
53,0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,N
54,0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,N
55,4,15,1,1,8,2,4,20,15.74,26.13,10742.56,0.14,83,0.04,596.81,411.2,33,50,12,19,21,N
56,4,15,1,1,8,2,4,20,15.74,26.13,10742.56,0.14,83,0.04,596.81,411.2,33,50,12,19,21,N
57,1,7,0,0,4,1,1,10,8.55,23.4,4683.66,0.07,48,0.04,260.2,200.16,18,30,5,13,10,N
58,2,3,0,0,2,2,1,15,25.27,11.39,3280.22,0.1,62,0.09,182.23,287.92,29,33,14,11,15,N
59,1,3,1,0,2,1,1,11,19.12,6.0,688.28,0.04,31,0.17,38.24,114.71,14,17,7,6,12,N
60,1,1,0,0,1,1,1,6,25.0,1.8,81.0,0.02,15,0.56,4.5,45.0,6,9,5,3,6,N
61,1,3,0,0,2,2,1,11,22.15,6.4,907.38,0.05,34,0.16,50.41,141.78,16,18,10,8,11,N
62,0,1,0,0,1,1,1,8,48.53,4.46,967.16,0.07,51,0.22,53.73,216.64,25,26,14,5,8,N
63,1,3,0,0,2,2,1,10,38.09,6.5,1609.32,0.08,54,0.15,89.41,247.59,26,28,16,8,10,N
64,1,13,0,0,7,3,6,21,20.0,16.25,5282.39,0.11,70,0.06,293.47,325.07,30,40,12,13,21,N
65,7,5,3,0,3,1,1,17,27.46,13.36,4903.83,0.12,88,0.07,272.44,366.95,42,46,11,7,20,N
66,1,3,0,0,2,1,1,7,8.22,9.0,666.08,0.02,20,0.11,37.0,74.01,8,12,4,9,7,N
67,2,3,0,0,2,2,1,8,11.6,10.0,1160.0,0.04,29,0.1,64.44,116.0,12,17,6,10,8,N
68,1,3,0,0,2,1,1,13,26.51,7.13,1345.7,0.06,43,0.14,74.76,188.87,19,24,12,9,13,N
69,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
70,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
71,9,5,0,0,3,3,1,17,32.4,9.72,3062.5,0.11,63,0.1,170.14,315.0,25,38,18,14,17,N
72,19,11,0,5,6,6,6,34,60.39,17.0,17452.01,0.34,176,0.06,969.56,1026.58,68,108,38,19,34,N
73,15,5,0,0,3,3,1,22,45.57,8.11,3004.05,0.12,74,0.12,166.89,370.0,31,43,21,11,22,N
74,13,7,0,0,4,4,1,20,32.68,13.91,6322.3,0.15,86,0.07,351.24,454.54,36,50,22,17,20,N
75,24,22,0,0,20,19,1,70,52.55,25.62,34502.44,0.45,213,0.04,1916.8,1346.57,81,132,49,31,70,N
76,3,3,0,1,2,2,1,9,22.01,7.2,1140.89,0.05,38,0.14,63.38,158.46,18,20,10,8,9,N
77,15,11,0,15,6,3,1,44,72.17,16.4,19400.82,0.39,202,0.06,1077.82,1183.31,94,108,43,15,44,N
78,9,1,0,7,1,1,1,14,68.21,13.52,12465.06,0.31,177,0.07,692.5,922.07,73,104,27,10,14,N
79,14,3,0,12,2,2,1,41,75.92,28.31,60857.94,0.72,343,0.04,3381.0,2149.51,151,192,56,21,41,N
80,25,27,0,9,14,10,6,77,83.64,45.0,169364.46,1.25,555,0.02,9409.14,3763.65,240,315,80,30,77,N
81,9,12,2,0,8,6,4,25,34.52,16.8,9743.56,0.19,105,0.06,541.31,579.97,40,65,25,21,27,N
82,18,15,0,5,8,7,3,37,64.45,24.23,37848.02,0.52,250,0.04,2102.67,1561.98,105,145,52,24,37,N
83,5,1,0,2,1,1,1,9,35.16,9.16,2949.05,0.11,65,0.11,163.84,322.02,29,36,19,12,9,N
84,7,1,0,1,1,1,1,6,21.43,6.5,905.55,0.05,30,0.15,50.31,139.32,12,18,12,13,6,Y
85,13,17,0,5,9,6,1,33,48.43,10.0,4842.62,0.16,96,0.1,269.03,484.26,40,56,22,11,33,N
86,19,17,0,7,9,8,3,41,69.56,26.36,48322.11,0.61,290,0.04,2684.56,1833.36,123,167,56,24,41,N
87,7,3,0,0,2,2,1,11,22.92,7.0,1123.32,0.05,35,0.14,62.41,160.47,14,21,12,12,11,N
88,7,3,0,0,2,2,1,11,22.92,7.0,1123.32,0.05,35,0.14,62.41,160.47,14,21,12,12,11,N
89,15,17,0,2,9,5,9,29,47.16,15.35,11107.27,0.24,136,0.07,617.07,723.78,57,79,26,14,29,N
90,9,9,0,3,5,3,3,18,27.19,18.86,9667.76,0.17,97,0.05,537.1,512.67,44,53,21,18,18,N
91,4,1,0,0,1,1,1,11,48.89,4.5,990.0,0.07,55,0.22,55.0,220.0,27,28,12,4,11,N
92,8,3,0,0,2,2,1,12,30.96,6.07,1141.33,0.06,41,0.16,63.41,187.98,17,24,14,10,12,N
93,7,5,0,0,3,3,1,14,33.52,6.43,1385.31,0.07,47,0.16,76.96,215.49,18,29,14,10,14,N
94,10,5,0,0,3,3,1,17,29.64,12.63,4729.74,0.12,73,0.08,262.76,374.44,30,43,19,16,17,N
95,10,5,0,0,3,3,1,17,27.85,13.33,4951.8,0.12,73,0.08,275.1,371.38,30,43,18,16,17,N
96,10,5,0,0,3,3,1,17,29.64,12.63,4729.74,0.12,73,0.08,262.76,374.44,30,43,19,16,17,N
97,12,9,0,0,5,4,5,22,38.68,13.94,7516.89,0.18,100,0.07,417.61,539.23,41,59,25,17,22,N
98,13,9,0,0,5,4,5,22,36.9,14.52,7779.61,0.18,100,0.07,432.2,535.76,41,59,24,17,22,N
99,9,11,0,0,6,3,6,18,29.33,13.18,5091.75,0.13,78,0.08,282.87,386.43,32,46,17,14,18,N
100,10,3,0,8,2,2,1,16,60.96,16.47,16530.21,0.33,185,0.06,918.35,1003.86,76,109,30,13,16,N
101,10,7,0,3,4,3,1,20,37.83,10.4,4092.01,0.13,78,0.1,227.33,393.46,32,46,20,13,20,N
102,23,13,1,9,7,7,5,35,55.33,15.94,14063.19,0.29,154,0.06,781.29,882.1,62,92,35,18,36,N
103,26,21,0,0,11,11,8,61,87.87,24.78,53973.44,0.73,359,0.04,2998.52,2177.73,158,201,51,16,61,N
104,17,17,0,3,9,5,1,40,48.28,31.25,47150.17,0.5,247,0.03,2619.45,1508.81,110,137,44,25,40,N
105,12,7,0,0,4,4,1,23,46.5,11.79,6459.19,0.18,101,0.08,358.84,548.05,44,57,28,15,23,Y
106,8,5,0,2,3,3,1,15,29.67,10.11,3033.33,0.1,60,0.1,168.52,300.0,26,34,18,14,15,N
107,6,9,0,0,5,4,3,28,21.9,24.44,13084.83,0.18,102,0.04,726.94,535.29,44,58,18,20,28,N
108,24,29,0,34,15,6,5,83,88.12,40.15,142018.98,1.18,558,0.02,7889.94,3537.64,262,296,62,19,83,N
109,31,37,2,37,19,7,6,101,106.19,43.99,205454.31,1.56,716,0.02,11414.13,4670.87,338,378,73,19,103,N
110,1,5,0,0,3,1,1,7,11.62,9.75,1104.67,0.04,29,0.1,61.37,113.3,13,16,6,9,7,N
111,3,5,2,0,3,2,3,16,29.62,10.74,3416.62,0.11,59,0.09,189.81,318.15,26,33,23,19,18,N
112,7,31,7,12,16,6,11,28,34.15,38.26,50005.31,0.44,217,0.03,2778.07,1306.85,95,122,36,29,35,N
113,2,5,0,0,3,2,1,8,12.1,13.93,2347.73,0.06,39,0.07,130.43,168.56,15,24,7,13,8,N
114,1,19,17,0,10,1,8,31,31.42,46.06,66661.35,0.48,246,0.02,3703.41,1447.13,102,144,31,28,48,N
115,1,5,1,0,3,1,1,10,13.96,11.67,1899.9,0.05,36,0.09,105.55,162.85,15,21,9,14,11,N
116,1,15,0,0,8,6,6,29,28.38,26.96,20624.52,0.26,141,0.04,1145.81,765.1,62,79,23,20,29,N
117,2,13,0,0,7,7,4,13,14.99,30.08,13562.53,0.15,91,0.03,753.47,450.83,38,53,12,19,13,N
118,12,55,2,0,34,15,17,87,59.99,53.33,170637.7,1.07,470,0.02,9479.87,3199.46,192,278,72,40,89,N
119,4,37,0,6,20,7,12,50,25.8,70.29,127457.2,0.6,307,0.01,7080.96,1813.42,123,184,28,32,50,N
120,5,19,0,0,10,6,1,20,27.22,22.09,13284.98,0.2,113,0.05,738.05,601.38,54,59,22,18,20,N
121,0,1,0,0,1,1,1,4,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,4,N
122,5,67,1,1,34,30,17,90,179.17,21.38,81861.96,1.28,548,0.05,4547.89,3829.8,243,305,108,19,91,N
123,9,59,0,1,34,22,15,88,69.41,44.8,139298.89,1.04,466,0.02,7738.83,3109.35,196,270,70,32,88,N
124,3,19,0,0,10,8,3,45,49.15,41.71,85502.74,0.68,319,0.02,4750.15,2049.98,148,171,55,31,45,N
125,6,45,2,0,23,19,19,69,61.49,38.76,92377.54,0.79,377,0.03,5132.09,2383.37,161,216,54,26,71,N
126,0,1,0,0,1,1,1,12,20.88,12.83,3438.37,0.09,57,0.08,191.02,267.93,22,35,12,14,12,N
127,10,49,2,1,25,22,19,142,129.08,40.59,212710.32,1.75,751,0.02,11817.24,5239.94,328,423,101,25,144,N
128,0,1,0,0,1,1,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,0,N
129,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
130,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
131,5,33,6,6,17,7,9,57,88.87,32.0,91007.81,0.95,429,0.03,5055.99,2843.99,200,229,75,24,63,Y
132,3,5,0,0,3,1,1,10,9.15,16.25,2416.01,0.05,35,0.06,134.22,148.68,15,20,6,13,10,N
133,14,11,2,16,6,3,1,40,35.84,38.68,53612.97,0.46,242,0.03,2978.5,1386.16,109,133,31,22,42,N
134,80,23,10,18,12,7,8,54,64.48,36.58,86270.84,0.79,368,0.03,4792.82,2358.66,166,202,59,26,64,Y
135,14,13,3,19,7,4,5,28,20.59,32.08,21196.67,0.22,125,0.03,1177.59,660.68,55,70,18,21,31,N
136,19,13,4,21,7,4,5,27,21.89,30.39,20219.83,0.22,125,0.03,1123.32,665.24,55,70,19,21,31,N
137,29,41,17,38,21,10,14,101,129.41,22.73,66879.33,0.98,440,0.04,3715.52,2942.06,201,239,84,19,118,N
138,19,13,5,19,7,4,5,26,23.19,28.88,19337.41,0.22,125,0.03,1074.3,669.69,55,70,20,21,31,N
139,21,10,1,7,9,2,1,45,34.97,25.98,23608.35,0.3,161,0.04,1311.58,908.66,61,100,27,23,46,N
140,5,7,0,0,4,1,1,10,6.98,22.1,3409.75,0.05,37,0.05,189.43,154.29,17,20,5,13,10,N
141,23,11,1,7,8,5,1,45,41.03,24.91,25462.18,0.34,176,0.04,1414.57,1022.09,77,99,34,22,46,N
142,30,25,4,4,13,2,12,56,44.45,28.96,37289.12,0.43,213,0.03,2071.62,1287.46,95,118,41,25,60,N
143,31,39,3,26,20,2,13,60,54.85,43.1,101875.76,0.79,375,0.02,5659.76,2363.92,166,209,52,27,63,N
144,41,31,3,22,16,4,3,73,67.09,44.63,133660.73,1.0,466,0.02,7425.6,2994.64,206,260,60,26,76,N
145,122,41,3,35,21,2,3,73,69.75,30.42,64529.21,0.71,331,0.03,3584.96,2121.51,146,185,60,25,76,N
146,22,1,0,10,1,1,1,14,38.84,12.86,6420.79,0.17,99,0.08,356.71,499.4,45,54,21,12,14,N
147,6,7,3,5,4,4,1,5,23.69,4.5,479.73,0.04,28,0.22,26.65,106.61,12,16,8,6,8,N
148,3,4,0,1,3,3,1,21,32.45,9.95,3211.42,0.11,64,0.1,178.41,322.84,27,37,19,14,21,N
149,101,46,12,7,26,11,17,143,95.85,44.73,191759.06,1.43,604,0.02,10653.28,4287.21,271,333,103,34,155,N
150,48,5,2,26,3,2,3,51,113.81,16.76,31957.74,0.64,296,0.06,1775.43,1907.11,138,158,70,17,53,N
151,30,18,6,11,10,7,7,43,47.89,21.36,21841.82,0.34,168,0.05,1213.43,1022.69,69,99,42,26,49,N
152,8,5,1,8,3,1,1,6,15.72,11.0,1901.65,0.06,40,0.09,105.65,172.88,18,22,9,11,7,N
153,9,3,1,7,2,1,1,5,16.12,7.5,906.96,0.04,29,0.13,50.39,120.93,12,17,8,10,6,N
154,28,13,2,7,7,1,7,13,21.22,17.5,6498.36,0.12,79,0.06,361.02,371.33,35,44,13,13,15,N
155,8,14,9,4,9,9,1,25,49.99,23.34,27225.87,0.39,200,0.04,1512.55,1166.58,69,131,34,23,34,N
156,18,21,13,14,11,6,1,57,114.46,26.63,81152.69,1.02,434,0.04,4508.48,3047.71,194,240,102,28,70,Y
157,6,9,1,3,5,3,5,10,19.49,9.75,1852.4,0.06,42,0.1,102.91,189.99,15,27,10,13,11,N
158,49,178,48,71,106,82,41,457,272.58,75.93,1571506.88,6.9,2339,0.01,87305.94,20696.93,942,1397,397,64,505,Y
159,9,1,0,2,1,1,1,31,67.6,18.97,24335.63,0.43,225,0.05,1351.98,1282.6,103,122,38,14,31,N
160,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
161,2,1,0,1,1,1,1,5,21.04,3.0,189.35,0.02,19,0.33,10.52,63.12,9,10,6,4,5,N
162,2,1,0,1,1,1,1,6,25.23,3.43,296.52,0.03,25,0.29,16.47,86.49,12,13,7,4,6,N
163,10,7,3,10,4,1,1,22,49.56,15.25,11526.14,0.25,143,0.07,640.34,755.81,61,82,26,13,25,N
164,18,9,4,15,5,1,1,28,39.43,20.33,16303.48,0.27,146,0.05,905.75,801.81,61,85,27,18,32,N
165,21,20,6,20,12,7,1,71,47.35,53.47,135395.77,0.84,393,0.02,7521.99,2532.08,175,218,54,33,77,N
166,7,7,5,6,4,1,1,19,36.57,16.0,9362.4,0.2,116,0.06,520.13,585.15,56,60,21,12,24,Y
167,6,3,1,5,2,2,1,8,19.93,3.0,179.38,0.02,18,0.33,9.97,59.79,6,12,5,5,9,N
168,6,3,1,7,2,2,1,10,30.11,2.86,245.83,0.03,24,0.35,13.66,86.04,8,16,7,5,11,N
169,5,1,0,8,1,1,1,9,34.97,4.09,585.25,0.05,35,0.24,32.5,143.06,15,20,11,6,9,N
170,4,3,1,3,2,1,1,9,18.85,8.89,1489.65,0.06,41,0.11,82.76,167.59,20,21,9,8,10,N
171,5,1,3,4,1,1,1,46,288.76,5.64,9185.49,0.54,283,0.18,510.31,1628.63,141,142,50,4,49,N
172,5,9,3,9,5,1,5,15,26.32,13.68,4923.53,0.12,72,0.07,273.53,360.0,31,41,17,15,18,N
173,4,3,1,3,2,1,1,14,40.13,12.11,5880.71,0.16,100,0.08,326.71,485.8,46,54,19,10,15,N
174,3,11,3,5,6,4,1,15,40.56,8.89,3204.9,0.12,75,0.11,178.05,360.55,32,43,18,10,18,N
175,2,11,2,10,6,3,6,26,70.03,10.63,7911.0,0.25,134,0.09,439.5,744.31,62,72,35,12,28,N
176,5,3,1,3,2,1,1,11,30.49,7.71,1814.59,0.08,52,0.13,100.81,235.23,24,28,14,9,12,N
177,2,9,5,10,5,5,1,24,65.97,11.51,8745.73,0.25,136,0.09,485.87,759.55,62,74,35,13,29,N
178,2,3,1,0,2,1,1,10,14.55,10.56,1623.78,0.05,35,0.09,90.21,153.73,13,22,8,13,11,N
179,2,1,0,0,1,1,1,11,38.38,11.23,4837.38,0.14,84,0.09,268.74,430.86,38,46,22,13,11,N
180,4,5,1,3,3,1,1,11,21.4,12.0,3081.09,0.09,56,0.08,171.17,256.76,24,32,12,12,12,N
181,8,7,2,6,4,1,1,15,31.88,12.28,4805.3,0.13,79,0.08,266.96,391.38,34,45,18,13,17,Y
182,9,11,5,12,6,4,1,27,44.03,18.65,15307.48,0.27,147,0.05,850.42,820.99,68,79,31,17,32,N
183,2,3,1,0,2,1,1,10,14.15,11.67,1925.68,0.06,36,0.09,106.98,165.06,14,22,9,15,11,N
184,9,7,1,11,4,2,1,21,26.56,20.91,11613.09,0.19,103,0.05,645.17,555.41,46,57,22,20,22,N
185,2,3,1,1,2,1,1,12,26.28,12.33,3997.78,0.11,75,0.08,222.1,324.14,37,38,12,8,13,N
186,6,9,2,4,5,2,1,12,15.86,20.0,6345.71,0.11,66,0.05,352.54,317.29,30,36,12,16,14,N
187,7,9,3,12,5,3,3,27,51.99,14.53,10977.26,0.25,136,0.07,609.85,755.42,62,74,32,15,30,N
188,3,3,0,0,2,1,1,12,38.44,12.6,6102.12,0.16,91,0.08,339.01,484.3,42,49,25,15,12,N
189,1,9,0,0,5,3,5,21,24.27,24.0,13980.48,0.19,111,0.04,776.69,582.52,48,63,19,19,21,N
190,1,5,0,0,3,3,1,12,19.82,16.0,5073.1,0.11,64,0.06,281.84,317.07,30,34,15,16,12,N
191,1,3,0,0,2,2,1,8,14.35,10.4,1552.49,0.05,33,0.1,86.25,149.28,16,17,10,13,8,N
192,2,13,2,0,8,8,5,37,41.04,18.7,14355.42,0.26,134,0.05,797.52,767.54,57,77,32,21,39,N
193,5,15,0,3,8,8,1,39,39.25,24.9,24336.47,0.33,175,0.04,1352.03,977.37,83,92,30,18,39,N
194,3,19,0,0,10,6,1,36,58.73,14.58,12491.15,0.29,151,0.07,693.95,856.54,70,81,36,15,36,N
195,1,19,0,0,13,9,3,43,50.81,20.63,21613.73,0.35,176,0.05,1200.76,1047.94,75,101,40,22,43,N
196,0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,2,0,2,0,N
197,17,57,24,38,29,9,8,66,163.74,20.69,70100.61,1.13,488,0.05,3894.48,3387.95,201,287,102,21,90,Y
198,3,7,0,0,4,2,4,6,19.97,7.7,1183.73,0.05,35,0.13,65.76,153.73,14,21,10,11,6,N
199,10,41,10,16,21,6,1,62,143.69,16.92,41152.73,0.81,371,0.06,2286.26,2431.75,165,206,78,16,72,N
200,3,1,0,0,1,1,1,4,14.41,3.6,186.81,0.02,15,0.28,10.38,51.89,6,9,5,6,4,N
201,16,27,1,20,14,1,5,36,27.54,29.7,24290.93,0.27,174,0.03,1349.5,817.88,81,93,15,11,37,N
202,9,1,0,7,1,1,1,23,63.37,17.04,18407.21,0.36,218,0.06,1022.62,1080.01,98,120,23,8,23,N
203,8,3,1,3,2,2,1,28,72.35,9.93,7127.8,0.24,140,0.1,395.99,718.1,67,73,27,8,29,Y
204,3,15,5,9,8,4,1,20,50.38,12.13,7410.9,0.2,110,0.08,411.72,611.0,47,63,31,16,25,Y
205,3,5,1,2,3,2,1,9,27.77,9.19,2344.27,0.09,52,0.11,130.24,255.16,21,31,16,14,10,N
206,8,1,0,11,1,1,1,23,46.99,18.25,15650.23,0.29,170,0.05,869.46,857.55,73,97,22,11,23,N
207,8,1,0,8,1,1,1,23,37.39,21.45,17204.16,0.27,159,0.05,955.79,802.06,66,93,20,13,23,N
208,2,1,0,2,1,1,1,8,24.97,10.0,2497.28,0.08,56,0.1,138.74,249.73,24,32,12,10,8,N
209,3,1,0,3,1,1,1,11,32.95,11.69,4501.39,0.13,81,0.09,250.08,385.15,34,47,16,11,11,N
210,3,1,0,3,1,1,1,11,32.5,11.0,3933.35,0.12,77,0.09,218.52,357.58,33,44,15,10,11,N
211,4,5,1,3,3,2,1,11,31.09,12.37,4760.62,0.13,75,0.08,264.48,384.7,33,42,20,15,12,N
212,3,9,3,4,5,2,1,13,39.65,12.16,5863.3,0.16,90,0.08,325.74,482.18,38,52,25,16,16,Y
213,3,5,1,2,3,2,1,9,27.77,9.19,2344.27,0.09,52,0.11,130.24,255.16,21,31,16,14,10,N
214,4,7,2,7,4,2,1,12,32.54,10.88,3848.89,0.12,69,0.09,213.83,353.92,29,40,20,15,14,Y
215,1,1,0,0,1,1,1,8,40.15,1.5,90.34,0.02,19,0.67,5.02,60.23,6,13,6,3,8,N
216,5,4,1,0,3,3,1,14,28.92,8.4,2040.35,0.08,50,0.12,113.35,242.9,18,32,15,14,15,N
