,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
39,30,19,6,45,10,9,8,71,46.15,27.11,33930.43,0.42,211,0.04,1885.02,1251.39,73,138,35,26,77,Y
40,9,3,0,7,2,2,1,15,27.05,14.25,5493.37,0.13,74,0.07,305.19,385.5,27,47,18,19,15,Y
41,26,17,5,32,9,6,4,62,97.49,20.91,42621.97,0.68,314,0.05,2367.89,2038.44,115,199,66,24,67,N
42,40,11,3,47,6,5,1,41,61.64,16.96,17733.62,0.35,177,0.06,985.2,1045.52,63,114,39,21,44,N
43,7,3,0,6,2,1,1,8,28.75,5.5,869.68,0.05,36,0.18,48.32,158.12,10,26,10,11,8,N
44,7,7,0,8,4,1,1,25,31.67,15.0,7125.0,0.16,95,0.07,395.83,475.0,30,65,16,16,25,N
45,93,25,11,57,13,12,1,143,175.18,28.52,142535.33,1.67,695,0.04,7918.63,4996.93,290,405,122,24,154,Y
46,9,5,2,2,3,3,1,17,36.74,14.57,7799.92,0.18,102,0.07,433.33,535.29,36,66,21,17,19,N
47,3,1,0,3,1,1,1,8,24.41,8.36,1704.86,0.07,51,0.12,94.71,204.0,13,38,7,9,8,N
48,12,7,2,2,4,4,1,18,54.3,7.89,3382.91,0.14,80,0.13,187.94,428.6,34,46,28,13,20,N
49,31,11,7,30,6,5,1,33,53.63,18.46,18269.63,0.33,172,0.05,1014.98,989.84,68,104,35,19,40,Y
50,62,7,7,46,4,4,1,92,234.02,26.64,166113.93,2.08,822,0.04,9228.55,6234.84,373,449,168,24,99,Y
51,36,13,6,14,7,7,1,44,78.96,22.12,38620.28,0.58,269,0.05,2145.57,1746.31,115,154,65,25,50,Y
52,0,1,1,2,1,1,1,6,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,4,7,3,4,7,N
53,39,13,4,28,7,7,1,48,124.44,13.9,24028.83,0.58,262,0.07,1334.93,1729.18,107,155,77,20,52,N
54,77,19,4,31,10,10,1,127,208.02,26.3,143936.36,1.82,753,0.04,7996.46,5471.89,259,494,128,26,131,N
55,55,7,0,23,4,4,1,21,51.3,7.64,2991.43,0.13,77,0.13,166.19,391.73,28,49,22,12,21,N
56,17,23,0,34,12,8,3,65,108.84,15.19,25107.55,0.55,263,0.07,1394.86,1653.06,109,154,61,17,65,N
57,12,3,1,8,2,2,1,32,68.36,18.78,24116.87,0.43,214,0.05,1339.83,1284.0,96,118,46,18,33,N
58,13,9,1,20,5,5,1,23,30.19,7.85,1858.26,0.08,51,0.13,103.24,236.84,17,34,13,12,24,N
59,3,3,1,6,2,1,1,8,10.63,3.75,149.49,0.01,12,0.27,8.3,39.86,5,7,4,6,9,N
60,22,19,1,1,11,9,10,63,40.21,43.24,75169.98,0.58,292,0.02,4176.1,1738.63,105,187,34,28,64,N
61,12,7,1,0,4,4,4,22,30.25,10.71,3467.15,0.11,66,0.09,192.62,323.85,28,38,17,13,23,N
62,15,13,1,1,7,6,1,36,34.37,26.52,24176.72,0.3,168,0.04,1343.15,911.61,67,101,24,19,37,N
63,5,3,1,2,2,2,1,23,56.67,6.13,2126.03,0.12,73,0.16,118.11,347.11,35,38,20,7,24,N
64,12,9,1,1,5,4,5,20,23.83,11.5,3151.22,0.09,57,0.09,175.07,274.02,23,34,14,14,21,N
65,9,7,4,0,4,4,4,17,26.81,10.4,2899.8,0.09,58,0.1,161.1,278.83,24,34,15,13,21,N
66,27,27,3,1,15,12,8,73,36.37,50.39,92350.98,0.61,299,0.02,5130.61,1832.66,113,186,37,33,76,N
67,7,3,4,1,2,2,1,6,16.39,3.5,200.76,0.02,16,0.29,11.15,57.36,5,11,5,7,10,N
68,10,7,5,1,4,3,1,17,31.11,12.06,4520.83,0.13,75,0.08,251.16,375.0,31,44,18,14,22,N
69,22,23,3,1,13,9,9,64,39.47,43.33,74124.42,0.57,283,0.02,4118.02,1710.56,104,179,36,30,67,N
70,3,7,0,0,4,2,4,20,13.47,16.0,3447.89,0.07,47,0.06,191.55,215.49,16,31,8,16,20,N
71,3,11,0,0,6,2,6,24,19.97,17.33,5999.58,0.12,72,0.06,333.31,346.13,26,46,12,16,24,N
72,3,11,0,0,6,2,6,24,19.97,17.33,5999.58,0.12,72,0.06,333.31,346.13,26,46,12,16,24,N
73,0,5,0,0,3,1,3,9,14.65,4.8,337.48,0.02,19,0.21,18.75,70.31,6,13,5,8,9,N
74,0,9,0,0,5,1,5,9,19.29,6.43,797.14,0.04,31,0.16,44.29,124.0,10,21,7,9,9,N
75,0,5,0,0,3,1,3,9,9.14,10.0,913.77,0.03,24,0.1,50.76,91.38,8,16,4,10,9,N
76,7,1,0,1,1,1,1,12,17.77,9.0,1439.2,0.05,37,0.11,79.96,159.91,12,25,8,12,12,Y
77,7,1,0,1,1,1,1,12,17.77,9.0,1439.2,0.05,37,0.11,79.96,159.91,12,25,8,12,12,Y
78,0,3,0,0,2,1,1,14,36.78,7.07,1838.97,0.09,56,0.14,102.16,260.06,18,38,14,11,14,N
79,39,9,9,14,5,5,1,60,97.85,22.12,47876.6,0.72,331,0.05,2659.81,2164.46,114,217,67,26,69,N
80,5,1,0,2,1,1,1,10,20.41,6.13,765.75,0.04,32,0.16,42.54,125.02,14,18,8,7,10,N
81,9,5,10,6,3,3,1,16,39.8,9.0,3223.83,0.12,73,0.11,179.1,358.2,27,46,18,12,26,N
82,4,3,0,4,2,2,1,12,23.34,6.11,871.59,0.05,33,0.16,48.42,142.62,10,23,9,11,12,N
83,3,3,0,0,2,1,1,13,18.1,9.63,1676.34,0.06,41,0.1,93.13,174.17,14,27,8,11,13,N
84,55,34,3,91,30,26,1,133,54.04,77.46,324260.81,1.4,605,0.01,18014.49,4185.91,220,385,71,50,136,Y
85,5,3,0,13,2,2,1,16,21.16,9.1,1752.37,0.06,42,0.11,97.35,192.57,13,29,10,14,16,N
86,22,7,3,5,4,3,3,27,28.78,18.12,9456.28,0.17,95,0.06,525.35,521.73,29,66,20,25,30,N
87,19,9,3,15,5,4,4,31,35.02,17.25,10420.79,0.2,110,0.06,578.93,604.1,33,77,22,23,34,N
88,5,1,0,1,1,1,1,10,14.04,2.0,56.15,0.01,10,0.5,3.12,28.07,3,7,3,4,10,N
89,12,9,2,28,5,3,1,37,30.93,16.0,7919.03,0.16,93,0.06,439.95,494.94,32,61,20,20,39,N
90,2,1,0,1,1,1,1,8,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,6,3,5,8,N
91,6,1,0,2,1,1,1,8,21.8,6.19,834.61,0.04,33,0.16,46.37,134.89,11,22,8,9,8,N
92,5,1,1,5,1,1,1,9,26.21,7.0,1284.34,0.06,44,0.14,71.35,183.48,14,30,9,9,10,N
93,3,1,0,5,1,1,1,9,17.05,8.25,1160.35,0.05,36,0.12,64.45,140.65,11,25,6,9,9,N
94,2,1,0,1,1,1,1,7,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,2,6,2,5,7,N
95,5,7,0,6,4,2,3,26,38.77,13.2,6756.06,0.17,99,0.08,375.34,511.82,33,66,20,16,26,N
96,5,1,0,2,1,1,1,7,16.28,6.0,586.03,0.03,25,0.17,32.56,97.67,8,17,6,9,7,N
97,5,1,0,6,1,1,1,14,27.99,13.05,4767.45,0.12,86,0.08,264.86,365.32,29,57,10,9,14,N
98,4,1,0,0,1,1,1,9,9.97,4.67,217.03,0.02,14,0.21,12.06,46.51,4,10,3,7,9,N
99,5,1,0,0,1,1,1,11,11.78,7.0,577.18,0.03,23,0.14,32.07,82.45,7,16,4,8,11,N
100,6,11,0,8,6,3,1,34,59.16,12.6,9398.15,0.25,135,0.08,522.12,745.68,43,92,29,17,34,N
101,4,1,0,1,1,1,1,7,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,2,9,2,7,7,N
102,21,13,2,30,7,5,1,31,26.31,23.5,14529.3,0.21,126,0.04,807.18,618.27,47,79,15,15,33,N
103,2,1,0,1,1,1,1,8,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,6,3,5,8,N
104,2,1,0,0,1,1,1,6,10.0,3.0,90.0,0.01,10,0.33,5.0,30.0,2,8,2,6,6,N
105,2,1,0,0,1,1,1,7,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,3,7,3,7,7,N
106,7,3,0,0,2,1,1,15,37.54,7.6,2168.23,0.1,60,0.13,120.46,285.29,19,41,15,12,15,N
107,7,1,0,0,1,1,1,16,34.64,8.36,2419.46,0.1,64,0.12,134.41,289.51,26,38,14,9,16,N
108,13,1,0,1,1,1,1,19,30.16,9.73,2855.37,0.1,64,0.1,158.63,293.44,23,41,13,11,19,N
109,10,7,6,12,4,4,4,15,18.1,16.36,4845.73,0.1,63,0.06,269.21,296.13,24,39,11,15,21,N
110,53,57,45,13,29,27,7,130,91.32,55.88,285170.84,1.7,729,0.02,15842.82,5103.0,309,420,94,34,175,N
111,12,7,3,3,4,4,1,30,30.45,20.71,13065.14,0.21,122,0.05,725.84,630.73,58,64,21,15,33,N
112,10,11,4,0,6,6,1,34,64.31,12.0,9260.02,0.26,146,0.08,514.45,771.67,54,92,27,12,38,N
113,47,15,27,28,9,6,1,59,47.3,45.77,99082.56,0.72,336,0.02,5504.59,2164.83,136,200,52,35,86,N
114,7,7,11,30,4,1,1,16,18.87,19.62,7260.95,0.12,77,0.05,403.39,370.17,34,43,13,15,27,N
115,33,23,5,95,12,1,1,65,79.18,42.02,139798.54,1.11,541,0.02,7766.59,3327.01,230,311,52,19,70,N
116,3,1,0,0,1,1,1,8,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,4,7,3,4,8,N
117,46,39,20,96,20,4,9,91,72.67,51.47,192513.32,1.25,568,0.02,10695.18,3740.26,250,318,68,28,111,Y
118,5,5,0,3,3,3,1,20,38.85,12.28,5856.79,0.16,93,0.08,325.38,477.02,26,67,18,17,20,N
119,0,1,0,0,1,1,1,6,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,6,N
120,9,19,6,6,10,1,5,58,30.99,33.52,34816.7,0.35,187,0.03,1934.26,1038.71,83,104,26,21,64,Y
121,17,29,19,53,15,1,9,50,50.79,25.26,32401.84,0.43,219,0.04,1800.1,1282.9,89,130,37,21,69,N
122,1,5,0,0,3,1,1,12,21.83,10.42,2369.07,0.08,51,0.1,131.62,227.43,25,26,12,10,12,N
123,24,33,13,55,17,6,7,93,56.02,48.06,129374.54,0.9,407,0.02,7187.47,2692.19,173,234,63,35,106,N
124,24,37,0,18,19,13,19,69,73.61,37.75,104901.75,0.93,422,0.03,5827.87,2778.85,151,271,64,32,69,N
125,4,5,1,0,3,1,3,16,13.72,10.56,1531.0,0.05,33,0.09,85.06,144.95,13,20,8,13,17,N
126,5,5,0,0,3,1,1,20,10.03,14.67,2158.18,0.05,36,0.07,119.9,147.15,16,20,6,11,20,N
127,26,28,20,119,17,13,10,154,133.35,38.57,198396.43,1.71,695,0.03,11022.02,5143.61,285,410,133,36,174,N
128,6,31,1,19,16,7,9,72,86.16,18.26,28729.02,0.52,255,0.05,1596.06,1573.33,83,172,50,22,73,N
129,21,31,13,50,18,13,1,125,77.8,40.25,126046.47,1.04,438,0.02,7002.58,3131.59,168,270,96,46,138,N
130,0,1,0,4,1,1,1,6,16.39,3.5,200.76,0.02,16,0.29,11.15,57.36,5,11,5,7,6,N
131,6,9,0,17,5,2,1,29,27.4,20.78,11829.84,0.19,111,0.05,657.21,569.35,44,67,18,17,29,N
132,8,5,1,11,3,1,1,18,35.6,12.89,5919.2,0.15,91,0.08,328.84,459.04,35,56,19,14,19,N
133,17,21,0,8,11,8,5,55,48.89,26.83,35190.17,0.44,217,0.04,1955.01,1311.63,88,129,41,25,55,N
134,14,5,0,39,3,1,1,47,59.87,15.65,14671.27,0.31,150,0.06,815.07,937.19,82,68,55,21,47,N
135,10,11,2,14,6,2,4,32,21.82,22.85,11393.4,0.17,95,0.04,632.97,498.55,37,58,17,21,34,N
136,2,5,0,2,3,3,1,21,34.56,8.63,2570.73,0.1,62,0.12,142.82,298.06,23,39,16,12,21,N
137,4,3,0,1,2,1,1,14,12.74,7.86,786.33,0.03,24,0.13,43.68,100.08,10,14,7,11,14,N
138,6,5,0,6,3,3,1,21,40.4,11.25,5113.63,0.15,86,0.09,284.09,454.54,36,50,24,15,21,N
139,9,5,0,11,3,2,1,28,36.57,15.24,8490.44,0.19,104,0.07,471.69,557.19,32,72,21,20,28,Y
140,0,1,0,0,1,1,1,10,12.4,5.63,392.28,0.02,22,0.18,21.79,69.74,9,13,4,5,10,N
141,0,1,0,0,1,1,1,6,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,6,N
142,0,1,0,0,1,1,1,12,33.12,3.33,368.04,0.04,29,0.3,20.45,110.41,12,17,9,5,12,N
143,2,3,0,9,2,2,1,18,32.0,11.63,4329.68,0.12,72,0.09,240.54,372.23,26,46,19,17,18,N
144,3,6,2,13,4,4,1,36,48.31,17.63,15014.65,0.28,156,0.06,834.15,851.67,56,100,27,17,38,N
145,22,58,12,33,32,20,7,160,151.5,22.73,78244.98,1.15,488,0.04,4346.94,3442.98,163,325,104,29,172,N
146,10,37,0,62,20,18,1,149,171.78,29.58,150305.78,1.69,702,0.03,8350.32,5081.36,220,482,119,32,149,Y
147,42,141,45,339,73,41,30,411,293.68,43.41,553518.63,4.25,1500,0.02,30751.03,12749.77,568,932,314,48,456,Y
148,0,1,0,0,1,1,1,6,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,6,N
149,0,1,0,0,1,1,1,6,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,6,N
150,0,1,0,0,1,1,1,6,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,6,N
151,0,1,0,0,1,1,1,12,37.64,2.0,150.57,0.03,21,0.5,8.36,75.28,8,13,8,4,12,N
152,0,1,0,0,1,1,1,12,34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,12,13,9,4,12,N
153,0,1,0,0,1,1,1,9,34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,12,13,9,4,9,N
154,0,1,0,0,1,1,1,6,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,6,N
155,0,1,0,0,1,1,1,6,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,6,N
156,0,1,0,0,1,1,1,6,12.85,3.5,157.4,0.01,13,0.29,8.74,44.97,4,9,4,7,6,N
157,16,29,3,29,15,12,3,121,164.09,23.26,88801.93,1.27,537,0.04,4933.44,3817.28,221,316,114,24,124,Y
158,0,1,0,0,1,1,1,12,33.12,3.33,368.04,0.04,29,0.3,20.45,110.41,12,17,9,5,12,N
159,0,1,0,0,1,1,1,12,34.69,2.67,246.7,0.03,25,0.38,13.71,92.51,12,13,9,4,12,N
160,0,1,0,0,1,1,1,6,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,6,N
161,0,1,0,0,1,1,1,6,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,6,N
162,0,1,0,0,1,1,1,6,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,6,N
163,0,1,0,0,1,1,1,6,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,6,N
164,0,1,0,4,1,1,1,6,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,6,3,5,6,N
165,0,1,0,0,1,1,1,6,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,6,N
166,0,1,0,0,1,1,1,6,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,6,N
167,0,3,0,0,2,1,1,13,21.15,3.5,259.02,0.02,20,0.29,14.39,74.01,6,14,6,7,13,N
168,0,1,0,3,1,1,1,6,10.57,3.0,95.1,0.01,10,0.33,5.28,31.7,3,7,3,6,6,N
169,2,49,33,58,25,9,12,128,104.25,54.33,307757.08,1.89,790,0.02,17097.62,5664.24,326,464,108,36,161,N
170,4,9,0,0,5,1,1,20,13.75,21.0,6065.91,0.1,63,0.05,336.99,288.85,21,42,8,16,20,N
171,0,11,2,20,6,2,1,27,38.41,13.45,6946.75,0.17,92,0.07,385.93,516.54,39,53,29,20,29,N
172,0,1,0,16,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
173,8,19,6,7,10,7,9,47,105.02,18.86,37359.42,0.66,318,0.05,2075.52,1980.76,97,221,54,21,53,N
174,10,5,2,18,3,2,1,16,45.77,7.71,2723.97,0.12,70,0.13,151.33,353.11,27,43,21,12,18,N
175,5,1,0,0,1,1,1,15,34.23,5.25,943.51,0.06,46,0.19,52.42,179.72,21,25,10,5,15,N
176,5,1,0,6,1,1,1,13,19.24,15.5,4622.3,0.1,69,0.06,256.79,298.21,31,38,10,10,13,N
177,15,7,0,21,4,4,1,41,61.36,23.68,34405.27,0.48,247,0.04,1911.4,1453.01,117,130,42,17,41,N
178,4,3,3,0,2,1,1,14,16.29,9.29,1404.34,0.05,37,0.11,78.02,151.24,13,24,7,10,17,N
179,4,3,3,0,2,1,1,14,16.29,9.29,1404.34,0.05,37,0.11,78.02,151.24,13,24,7,10,17,N
180,12,5,0,39,3,1,1,27,61.85,12.04,8964.95,0.25,130,0.08,498.05,744.63,61,69,38,15,27,N
181,3,3,6,6,2,2,1,21,22.83,23.0,12075.0,0.18,105,0.04,670.83,525.0,46,59,16,16,27,N
182,1,1,0,0,1,1,1,6,11.52,3.75,161.94,0.01,13,0.27,9.0,43.19,5,8,4,6,6,N
183,0,5,0,5,3,2,3,16,24.32,7.64,1418.49,0.06,40,0.13,78.8,185.75,12,28,11,14,16,N
184,10,17,12,20,9,3,1,55,52.18,33.32,57931.89,0.58,292,0.03,3218.44,1738.63,113,179,39,23,67,N
185,6,9,10,22,5,2,1,22,27.26,22.11,13319.21,0.2,114,0.05,739.96,602.54,42,72,19,20,32,N
186,0,1,0,0,1,1,1,6,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,6,N
187,1,1,0,0,1,1,1,9,27.24,2.29,142.33,0.02,18,0.44,7.91,62.27,8,10,7,4,9,N
188,2,23,14,78,12,6,4,79,89.42,13.73,16858.82,0.41,201,0.07,936.6,1227.81,84,117,52,17,93,Y
189,6,47,1,58,25,24,1,138,171.89,27.21,127275.78,1.56,625,0.04,7070.88,4677.38,250,375,147,32,139,N
190,0,1,0,0,1,1,1,11,34.11,2.14,156.61,0.02,22,0.47,8.7,73.08,10,12,7,3,11,N
191,0,7,1,23,4,4,1,23,34.26,11.57,4586.97,0.13,75,0.09,254.83,396.41,27,48,21,18,24,N
192,1,1,0,9,1,1,1,17,57.09,3.88,860.54,0.07,49,0.26,47.81,221.65,22,27,17,6,17,N
193,0,19,4,15,13,6,1,60,66.12,13.9,12780.02,0.31,155,0.07,710.0,919.26,57,98,41,20,64,N
194,1,9,1,0,5,3,1,32,27.2,13.24,4764.71,0.12,72,0.08,264.71,360.0,30,42,17,15,33,N
195,1,5,0,11,3,3,1,28,47.22,11.69,6449.49,0.18,103,0.09,358.3,551.83,33,70,24,17,28,N
196,1,7,0,12,4,3,3,41,56.52,13.19,9840.36,0.25,129,0.08,546.69,745.8,50,79,36,19,41,Y
197,1,3,0,3,2,2,1,19,33.23,9.41,2943.55,0.1,62,0.11,163.53,312.75,20,42,17,16,19,N
198,2,3,0,3,2,2,1,19,31.71,8.91,2515.03,0.09,57,0.11,139.72,282.39,19,38,16,15,19,N
199,2,7,3,35,4,1,3,38,60.5,14.75,13163.37,0.3,153,0.07,731.3,892.43,59,94,38,19,41,N
200,14,3,0,7,2,2,1,41,93.81,15.69,23101.5,0.49,241,0.06,1283.42,1472.15,96,145,52,17,41,N
201,5,3,0,6,2,2,1,30,58.05,14.68,12512.17,0.28,151,0.07,695.12,852.22,57,94,33,17,30,N
202,10,29,2,65,15,6,11,149,118.83,46.92,261640.64,1.86,781,0.02,14535.59,5575.99,333,448,110,31,151,N
203,0,3,0,6,2,2,1,19,31.58,9.5,2850.0,0.1,60,0.11,158.33,300.0,19,41,16,16,19,N
204,12,37,23,65,20,10,9,130,83.0,51.6,220979.91,1.43,607,0.02,12276.66,4282.56,258,349,95,38,153,Y
205,6,15,6,7,9,7,1,57,45.05,29.27,38588.27,0.44,213,0.03,2143.79,1318.43,75,138,41,32,63,Y
206,1,3,0,6,2,2,1,42,94.81,13.88,18268.21,0.44,210,0.07,1014.9,1316.03,91,119,59,18,42,N
207,1,3,6,13,2,1,1,14,28.66,11.47,3771.09,0.11,67,0.09,209.5,328.76,30,37,17,13,20,N
208,1,3,0,12,2,2,1,22,36.77,11.48,4842.06,0.14,81,0.09,269.0,421.97,27,54,20,17,22,N
209,0,5,0,9,3,1,1,27,54.96,8.31,3793.04,0.15,87,0.12,210.72,456.57,36,51,26,12,27,N
210,0,1,0,0,1,1,1,8,12.33,7.2,639.44,0.03,24,0.14,35.52,88.81,9,15,5,8,8,N
211,0,1,0,0,1,1,1,7,13.0,3.0,117.0,0.01,13,0.33,6.5,39.0,6,7,4,4,7,N
212,1,9,1,4,5,1,1,31,14.28,19.94,5674.43,0.09,67,0.05,315.25,284.61,29,38,8,11,32,N
213,0,1,0,3,1,1,1,8,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,4,8,3,7,8,N
214,0,1,0,3,1,1,1,11,10.71,10.83,1256.67,0.04,29,0.09,69.81,116.0,13,16,6,10,11,N
215,0,1,0,3,1,1,1,3,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,3,N
216,0,1,0,3,1,1,1,3,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,3,N
217,0,1,0,0,1,1,1,3,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,3,N
