,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
67,0,1,0,1,1,1,1,4,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,3,9,2,8,4,N
68,0,1,0,1,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
69,4,3,1,0,2,2,1,13,35.51,12.28,5352.73,0.15,88,0.08,297.37,435.97,34,54,18,13,14,Y
70,11,40,9,12,22,19,15,105,75.75,43.23,141550.33,1.09,529,0.02,7863.91,3274.42,166,363,48,25,114,Y
71,2,1,0,3,1,1,1,10,37.14,6.4,1521.19,0.08,57,0.16,84.51,237.69,16,41,10,8,10,N
72,0,1,0,1,1,1,1,4,29.02,3.5,355.53,0.03,26,0.29,19.75,101.58,8,18,8,7,4,N
73,2,3,1,0,2,2,1,10,25.4,13.71,4777.91,0.12,71,0.07,265.44,348.39,24,47,14,16,11,Y
74,1,1,0,2,1,1,1,7,48.91,5.25,1347.98,0.09,56,0.19,74.89,256.76,21,35,16,8,7,Y
75,10,13,2,6,8,6,5,41,99.17,12.98,16702.0,0.43,217,0.08,927.89,1286.97,73,144,45,16,43,Y
76,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
77,18,30,2,7,17,14,8,88,66.14,38.06,95809.13,0.84,418,0.03,5322.73,2517.35,139,279,42,23,90,Y
78,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
79,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
80,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
81,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
82,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
83,0,5,1,1,3,3,3,16,27.98,18.0,9065.86,0.17,99,0.06,503.66,503.66,32,67,16,18,17,Y
84,12,15,1,7,9,7,5,52,99.0,17.94,31877.94,0.59,287,0.06,1771.0,1776.48,102,185,54,19,53,Y
85,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
86,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
87,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
88,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
89,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
90,7,6,0,0,4,4,1,23,68.58,11.02,8321.46,0.25,136,0.09,462.3,755.42,47,89,32,15,23,Y
91,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
92,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
93,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
94,15,27,4,6,15,15,7,66,73.44,25.26,46844.09,0.62,314,0.04,2602.45,1854.76,109,205,41,19,70,Y
95,0,1,0,0,1,1,1,3,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,4,7,4,7,3,N
96,0,1,0,1,1,1,1,3,13.29,3.0,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,3,N
97,4,8,0,3,5,2,1,27,63.88,14.57,13563.07,0.31,161,0.07,753.5,930.8,51,110,35,20,27,Y
98,7,27,1,4,14,12,6,42,35.69,27.62,27226.57,0.33,184,0.04,1512.59,985.79,58,126,21,20,43,Y
99,10,4,0,1,3,3,1,34,76.45,17.93,24569.36,0.46,236,0.06,1364.96,1370.54,98,138,41,15,34,Y
100,10,22,0,3,12,10,7,45,69.77,26.35,48459.37,0.61,299,0.04,2692.19,1838.77,110,189,48,23,45,Y
101,0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
102,0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
103,0,8,0,1,5,3,3,18,33.38,14.25,6778.53,0.16,90,0.07,376.58,475.69,30,60,20,19,18,N
104,1,3,0,1,2,2,1,9,25.29,11.85,3548.61,0.1,63,0.08,197.14,299.56,22,41,13,14,9,N
105,1,3,0,1,2,2,1,9,25.29,11.85,3548.61,0.1,63,0.08,197.14,299.56,22,41,13,14,9,N
106,1,3,0,1,2,2,1,9,29.06,11.2,3645.43,0.11,67,0.09,202.52,325.48,24,43,15,14,9,N
107,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
108,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
109,0,1,0,1,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
110,0,5,0,0,4,3,1,15,31.11,7.36,1686.73,0.08,53,0.14,93.71,229.06,18,35,11,9,15,Y
111,0,1,0,1,1,1,1,5,10.82,5.83,368.18,0.02,19,0.17,20.45,63.12,5,14,3,7,5,N
112,15,13,0,0,9,9,1,64,89.26,20.71,38301.26,0.62,317,0.05,2127.85,1849.03,116,201,42,15,64,N
113,1,4,0,0,3,2,1,14,37.67,8.13,2486.68,0.1,63,0.12,138.15,306.05,20,43,16,13,14,N
114,21,30,1,3,18,16,3,112,102.5,38.09,148686.82,1.3,597,0.03,8260.37,3903.88,219,378,69,24,113,Y
115,2,9,0,4,6,6,3,33,64.58,19.75,25188.5,0.43,211,0.05,1399.36,1275.37,79,132,44,22,33,N
116,7,12,0,2,8,6,1,51,67.6,24.64,41048.67,0.56,282,0.04,2280.48,1665.74,115,167,42,18,51,N
117,2,7,0,2,5,4,1,25,38.54,15.17,8866.36,0.19,118,0.07,492.58,584.6,42,76,18,13,25,N
118,2,3,0,0,2,2,1,10,31.89,8.53,2320.9,0.09,56,0.12,128.94,272.05,21,35,16,13,10,N
119,1,8,0,0,5,4,1,24,43.9,12.52,6882.97,0.18,104,0.08,382.39,549.68,36,68,23,16,24,N
120,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
121,7,7,0,0,5,4,1,36,55.99,19.75,21840.0,0.37,198,0.05,1213.33,1105.82,79,119,32,16,36,Y
122,7,7,0,0,5,5,1,57,139.4,16.46,37755.59,0.76,357,0.06,2097.53,2294.18,144,213,70,16,57,Y
123,1,6,0,1,5,4,1,27,54.2,14.04,10683.73,0.25,145,0.07,593.54,760.95,54,91,25,13,27,Y
124,9,11,0,9,8,5,1,79,123.35,19.27,45791.28,0.79,367,0.05,2543.96,2376.59,152,215,71,18,79,Y
125,8,22,0,0,15,14,5,107,189.82,24.81,116852.98,1.57,675,0.04,6491.83,4709.66,263,412,106,20,107,Y
126,27,51,3,2,30,23,14,211,195.9,54.54,582830.35,3.56,1413,0.02,32379.46,10685.45,556,857,158,31,214,Y
127,0,1,0,0,1,1,1,6,30.14,6.15,1141.33,0.06,41,0.16,63.41,185.47,16,25,13,10,6,Y
128,1,1,0,0,1,1,1,6,26.01,7.86,1605.45,0.07,44,0.13,89.19,204.33,20,24,14,11,6,N
129,0,1,0,0,1,1,1,3,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,3,N
130,3,5,0,0,3,3,1,13,23.77,15.54,5735.89,0.12,76,0.06,318.66,369.21,29,47,14,15,13,N
131,9,23,0,2,14,13,1,79,115.54,19.78,45226.86,0.76,367,0.05,2512.6,2285.98,135,232,58,17,79,Y
132,0,1,0,0,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,Y
133,0,1,0,0,1,1,1,3,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,3,N
134,0,1,0,1,1,1,1,4,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,3,9,2,8,4,N
135,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
136,0,3,0,0,2,2,1,4,14.83,7.0,726.48,0.03,30,0.14,40.36,103.78,8,22,4,7,4,N
137,0,1,0,0,1,1,1,3,3.74,6.0,134.75,0.01,8,0.17,7.49,22.46,2,6,1,6,3,N
138,0,1,0,0,1,1,1,4,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,4,7,4,4,4,N
139,0,1,0,0,1,1,1,5,26.58,2.0,106.3,0.02,16,0.5,5.91,53.15,6,10,6,4,5,N
140,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
141,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
142,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
143,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
144,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
145,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
146,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
147,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
148,1,1,0,0,1,1,1,7,23.88,7.65,1397.36,0.06,43,0.13,77.63,182.66,17,26,10,9,7,N
149,0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
150,2,4,0,0,3,3,1,14,26.15,9.17,2197.7,0.08,53,0.11,122.09,239.75,20,33,12,11,14,N
151,1,1,0,0,1,1,1,4,26.18,4.28,479.11,0.04,28,0.23,26.62,112.0,11,17,9,7,4,N
152,0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
153,2,1,0,2,1,1,1,5,26.48,5.45,787.8,0.05,34,0.18,43.77,144.43,15,19,11,8,5,N
154,7,4,0,3,3,2,1,14,41.24,11.05,5037.64,0.15,92,0.09,279.87,455.79,35,57,19,12,14,N
155,0,1,0,0,1,1,1,3,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,3,N
156,9,3,0,4,2,2,1,21,71.77,11.08,8806.58,0.27,155,0.09,489.25,795.04,64,91,26,9,21,N
157,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
158,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
159,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
160,9,7,0,4,4,4,4,37,69.01,16.93,19777.28,0.39,207,0.06,1098.74,1168.28,79,128,35,15,37,N
161,7,1,0,4,1,1,1,21,69.8,10.02,7011.39,0.23,144,0.1,389.52,699.55,63,81,22,7,21,N
162,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
163,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
164,0,1,0,0,1,1,1,6,31.07,5.23,850.08,0.05,37,0.19,47.23,162.52,17,20,13,8,6,N
165,0,1,0,0,1,1,1,5,26.28,4.2,463.52,0.04,27,0.24,25.75,110.36,12,15,10,7,5,N
166,12,14,0,1,9,7,4,66,116.42,23.48,64177.21,0.91,418,0.04,3565.4,2733.37,161,257,72,21,66,N
167,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
168,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
169,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
170,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
171,2,10,0,0,6,5,3,33,45.02,14.88,9961.7,0.22,125,0.07,553.43,669.69,42,83,24,17,33,N
172,5,13,0,3,7,4,7,31,26.27,19.43,9914.72,0.17,104,0.05,550.82,510.32,34,70,14,16,31,N
173,0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
174,0,1,0,0,1,1,1,5,18.99,5.14,502.31,0.03,25,0.19,27.91,97.67,9,16,7,8,5,N
175,0,7,0,0,4,2,3,14,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,23,42,15,13,14,N
176,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
177,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
178,0,1,0,0,1,1,1,3,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,2,9,2,7,3,N
179,0,1,0,0,1,1,1,3,9.96,3.5,122.04,0.01,11,0.29,6.78,34.87,2,9,2,7,3,N
180,0,1,0,0,1,1,1,4,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,4,7,4,4,4,N
181,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
182,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
183,0,3,0,0,2,2,1,19,48.56,17.22,14395.0,0.28,163,0.06,799.72,836.07,66,97,23,12,19,N
184,0,7,0,0,4,2,3,14,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,23,42,15,13,14,N
185,0,1,0,1,1,1,1,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,2,N
186,0,7,0,0,4,2,3,14,34.38,9.75,3268.21,0.11,69,0.1,181.57,335.2,24,45,16,13,14,N
187,3,5,0,1,3,2,3,11,29.72,13.6,5496.65,0.13,85,0.07,305.37,404.17,34,51,15,12,11,N
188,6,9,0,2,5,5,4,24,47.78,23.7,26838.69,0.38,195,0.04,1491.04,1132.43,79,116,35,21,24,N
189,0,1,0,0,1,1,1,6,21.8,6.19,834.61,0.04,33,0.16,46.37,134.89,11,22,8,9,6,N
190,2,3,0,0,2,2,1,9,15.96,9.75,1517.0,0.05,36,0.1,84.28,155.59,13,23,8,12,9,N
191,0,1,0,0,1,1,1,7,25.78,5.5,779.78,0.05,34,0.18,43.32,141.78,11,23,9,9,7,N
192,6,6,0,1,4,4,1,21,46.32,15.11,10577.6,0.23,129,0.07,587.64,699.99,51,78,27,16,21,N
193,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
194,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
195,0,3,0,0,2,2,1,11,36.54,9.29,3150.52,0.11,74,0.11,175.03,339.29,26,48,14,10,11,N
196,7,12,1,0,7,6,1,35,67.77,18.76,23842.81,0.42,217,0.05,1324.6,1271.18,77,140,39,19,36,N
197,24,45,1,8,25,23,8,117,142.73,32.85,154013.92,1.56,680,0.03,8556.33,4688.48,235,445,93,26,118,N
198,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
199,2,1,0,1,1,1,1,5,23.96,5.85,820.06,0.05,33,0.17,45.56,140.18,13,20,10,9,5,N
200,0,1,0,0,1,1,1,5,13.31,6.75,606.54,0.03,23,0.15,33.7,89.86,9,14,6,9,5,N
201,0,1,0,0,1,1,1,3,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,3,N
202,0,1,0,0,1,1,1,7,22.75,5.5,688.04,0.04,30,0.18,38.22,125.1,11,19,9,9,7,N
203,1,4,0,0,3,2,1,15,34.5,6.46,1440.31,0.07,48,0.15,80.02,222.91,14,34,13,12,15,N
204,0,1,0,0,1,1,1,5,13.31,6.75,606.54,0.03,23,0.15,33.7,89.86,9,14,6,9,5,N
205,2,3,0,0,2,2,1,6,17.23,8.67,1294.27,0.05,34,0.12,71.9,149.34,13,21,9,12,6,N
206,9,1,0,10,1,1,1,18,101.07,8.32,6997.01,0.28,149,0.12,388.72,840.93,59,90,39,11,18,N
207,0,1,0,0,1,1,1,4,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,4,5,3,4,4,N
208,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
209,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
210,0,1,0,0,1,1,1,3,3.62,5.0,90.47,0.01,7,0.2,5.03,18.09,2,5,1,5,3,N
211,0,1,0,0,1,1,1,3,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,3,N
212,0,3,0,0,2,2,1,6,13.38,7.33,719.39,0.03,24,0.14,39.97,98.1,8,16,6,11,6,N
213,2,12,0,1,7,6,3,21,28.85,17.34,8678.36,0.17,101,0.06,482.13,500.37,37,64,16,15,21,N
214,0,3,0,0,2,2,1,4,19.46,3.5,238.4,0.02,19,0.29,13.24,68.11,5,14,5,7,4,N
215,10,11,0,3,6,6,1,36,115.58,11.75,15944.27,0.45,223,0.09,885.79,1357.5,83,140,53,15,36,N
216,10,12,0,5,7,7,3,47,100.52,18.02,32631.05,0.6,289,0.06,1812.84,1811.1,110,179,58,19,47,N
217,0,7,0,0,4,2,3,16,23.55,8.45,1681.86,0.07,44,0.12,93.44,199.04,13,31,10,13,16,N
218,0,1,0,0,1,1,1,3,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,3,N
