ID,Type,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
L14403,Class,Constant,org.eclipse.jdt.internal.compiler.impl.Constant,L32542,L103,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/impl/Constant.java,18,1,1598,2,0.870794,17,4309,180,0.745098,0.830508,1178,1127,1,4,4,915,13,104,83,11,45,0.0285714,0.0946036,142,4,1,34,0.0946036,142,1,2,9,9,2,1359,1581,152,0,1,0,34,1,34,0,34,1034,152,34,0,1359,1581,152,0,1,0,34,1,34,0,34,1034,152,34,0,0
L14496,Class,DoubleConstant,org.eclipse.jdt.internal.compiler.impl.DoubleConstant,L32542,L103,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/impl/DoubleConstant.java,13,1,67,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,13,2,7,13,0,12,0.0,0.0465116,2,0,0,12,0.0465116,2,2,3,0,0,1,41,55,153,0,1,0,12,0,11,0,45,14,152,44,0,41,55,153,0,1,0,12,0,11,0,45,14,152,44,0,0
L14499,Class,FloatConstant,org.eclipse.jdt.internal.compiler.impl.FloatConstant,L32542,L103,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/impl/FloatConstant.java,13,1,64,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,12,2,5,10,0,12,0.0,0.0487805,2,0,0,12,0.0487805,2,2,3,0,0,1,39,52,153,0,1,0,12,0,11,0,45,12,152,44,0,39,52,153,0,1,0,12,0,11,0,45,12,152,44,0,0
L33063,Class,IntConstant,org.eclipse.jdt.internal.compiler.impl.IntConstant,L32542,L103,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/impl/IntConstant.java,13,1,99,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,27,2,6,19,0,12,0.0,0.0657895,5,0,0,12,0.0657895,5,2,3,0,0,1,71,87,168,0,16,0,12,0,11,0,45,28,152,44,0,71,87,168,0,16,0,12,0,11,0,45,28,152,44,0,0
L14493,Class,LongConstant,org.eclipse.jdt.internal.compiler.impl.LongConstant,L32542,L103,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/impl/LongConstant.java,13,1,58,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,13,2,6,17,0,12,0.0,0.0869565,4,0,0,12,0.0869565,4,2,3,0,0,1,42,46,154,0,2,0,12,0,11,0,45,14,152,44,0,42,46,154,0,2,0,12,0,11,0,45,14,152,44,0,0
L33148,Class,ShortConstant,org.eclipse.jdt.internal.compiler.impl.ShortConstant,L32542,L103,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/impl/ShortConstant.java,13,1,53,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,12,2,3,3,0,12,0.0,0.136364,6,0,0,12,0.136364,6,2,3,0,0,1,38,41,153,0,1,0,12,0,11,0,45,12,152,44,0,38,41,153,0,1,0,12,0,11,0,45,12,152,44,0,0
L27490,Class,StringConstant,org.eclipse.jdt.internal.compiler.impl.StringConstant,L32542,L103,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/impl/StringConstant.java,13,1,46,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,5,2,5,6,0,5,0.0,0.37037,10,0,0,5,0.37037,10,2,3,0,0,1,17,34,153,0,1,0,5,0,4,0,38,5,152,37,0,17,34,153,0,1,0,5,0,4,0,38,5,152,37,0,0
L57897,Class,CompilationParticipantResult,org.eclipse.jdt.internal.core.builder.CompilationParticipantResult,L57589,L103,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/builder/CompilationParticipantResult.java,18,1,48,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,2,4,2,1,4,0.0,0.1875,6,0,0,2,0.1875,6,0,0,1,1,0,26,31,6,0,6,0,3,0,1,0,3,12,0,1,0,26,31,6,0,6,0,3,0,1,0,3,12,0,1,0,0
L64145,Class,JavaSearchParticipant,org.eclipse.jdt.internal.core.search.JavaSearchParticipant,L80149,L103,org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/search/JavaSearchParticipant.java,29,1,110,2,0.0,0,0,0,0.0,0.0,0,0,3,2,1,12,12,5,0,15,22,1.0,0.432099,35,31,8,0,0.432099,35,1,1,1,1,1,46,82,1,3,1,2,7,0,7,0,13,19,0,12,0,46,82,1,3,1,2,7,0,7,0,13,19,0,12,0,0
L73735,Class,ConstantPool,org.eclipse.jdt.internal.core.util.ConstantPool,L72911,L103,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/ConstantPool.java,20,1,111,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,16,5,1,1,33,38,1.0,0.134831,12,12,4,0,0.134831,12,1,2,0,0,2,77,92,3,3,3,3,5,0,3,0,16,45,0,3,0,77,92,3,3,3,3,5,0,3,0,16,45,0,3,0,0
L74995,Class,ConstantPoolEntry,org.eclipse.jdt.internal.core.util.ConstantPoolEntry,L72911,L103,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/ConstantPoolEntry.java,20,1,403,2,0.189873,1,2,2,0.0520833,0.104712,20,20,1,0,0,44,1,1,1,0,44,0.955556,0.444767,153,153,43,2,0.444767,153,1,1,0,0,1,191,384,20,22,20,22,44,0,44,20,44,81,0,44,20,191,384,20,22,20,22,44,0,44,20,44,81,0,44,20,0
L75182,Class,ConstantValueAttribute,org.eclipse.jdt.internal.core.util.ConstantValueAttribute,L72911,L103,org.eclipse.jdt.core/model/org/eclipse/jdt/internal/core/util/ConstantValueAttribute.java,21,1,47,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,6,1,1,3,6,1.0,0.346154,9,9,3,0,0.346154,9,2,4,0,0,2,17,27,6,5,2,2,3,0,2,0,18,5,1,6,0,17,27,6,5,2,2,3,0,2,0,18,5,1,6,0,0
L4719,Class,Constants,org.eclipse.equinox.internal.launcher.Constants,L4714,L103,src/org.eclipse.equinox.launcher/src/org/eclipse/equinox/internal/launcher/Constants.java,17,1,119,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.767241,89,64,1,0,0.767241,89,0,0,0,0,0,27,103,25,0,25,0,0,25,0,0,0,0,25,0,0,27,103,25,0,25,0,0,25,0,0,0,0,25,0,0,1
L13166,Class,Constants,org.eclipse.osgi.framework.internal.core.Constants,L10129,L103,src/org.eclipse.osgi/core/framework/org/eclipse/osgi/framework/internal/core/Constants.java,19,1,265,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,37,8,0,2,0.5,0.732075,194,135,1,1,0.732075,194,1,1,0,0,1,71,247,137,1,63,1,2,62,1,1,2,2,136,1,1,71,247,137,1,63,1,2,62,1,1,2,2,136,1,1,2
L6109,Class,DocumentHandlerException,org.apache.lucene.ant.DocumentHandlerException,L6073,L103,contrib/ant/src/java/org/apache/lucene/ant/DocumentHandlerException.java,24,1,79,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,9,0,3,1,0,7,0.5,0.244898,12,12,4,4,0.244898,12,0,0,0,0,0,37,56,1,1,1,1,7,0,7,0,7,16,0,7,0,37,56,1,1,1,1,7,0,7,0,7,16,0,7,0,0
L6150,Class,FileExtensionDocumentHandler,org.apache.lucene.ant.FileExtensionDocumentHandler,L6073,L103,contrib/ant/src/java/org/apache/lucene/ant/FileExtensionDocumentHandler.java,32,1,64,2,0.0,0,0,0,0.0,0.0,0,0,0,2,2,4,5,0,0,3,4,1.0,0.486486,18,18,2,0,0.486486,18,1,1,0,0,1,19,33,0,1,0,1,1,0,1,0,1,9,0,1,0,19,33,0,1,0,1,1,0,1,0,1,9,0,1,0,0
L6163,Class,HtmlDocument,org.apache.lucene.ant.HtmlDocument,L6073,L103,contrib/ant/src/java/org/apache/lucene/ant/HtmlDocument.java,43,1,235,2,0.0960145,1,2,1,0.0569948,0.112245,11,11,1,2,2,17,4,2,3,3,11,1.0,0.430233,74,71,8,0,0.430233,74,0,0,0,0,0,98,193,1,4,1,4,8,0,7,0,8,64,0,7,0,98,193,1,4,1,4,8,0,7,0,8,64,0,7,0,0
L6252,Class,IndexTask,org.apache.lucene.ant.IndexTask,L6073,L103,contrib/ant/src/java/org/apache/lucene/ant/IndexTask.java,56,1,410,2,0.0,0,0,0,0.0,0.0,0,0,1,8,8,36,19,1,1,22,34,0.916667,0.374532,100,78,11,1,0.345638,103,0,0,0,0,0,167,318,10,0,10,0,12,0,11,7,12,91,0,11,7,195,355,12,3,12,3,17,0,16,8,17,97,0,16,8,0
L6399,Class,TextDocument,org.apache.lucene.ant.TextDocument,L6073,L103,contrib/ant/src/java/org/apache/lucene/ant/TextDocument.java,36,1,97,2,0.365517,1,2,1,0.209677,0.407407,13,11,1,1,1,4,4,2,3,3,6,1.0,0.526316,30,28,4,0,0.526316,30,0,0,0,0,0,27,62,1,1,1,1,3,0,3,0,3,16,0,3,0,27,62,1,1,1,1,3,0,3,0,3,16,0,3,0,0
L9110,Class,Constants,org.apache.lucene.benchmark.Constants,L6465,L103,contrib/benchmark/src/java/org/apache/lucene/benchmark/Constants.java,24,1,33,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,1.0,0.703704,19,19,1,0,0.703704,19,0,0,0,0,0,8,10,5,0,5,0,0,5,0,0,0,0,5,0,0,8,10,5,0,5,0,0,5,0,0,0,0,5,0,0,0
L17223,Class,ConstantScoreQuery,org.apache.lucene.search.ConstantScoreQuery,L13758,L103,src/java/org/apache/lucene/search/ConstantScoreQuery.java,32,1,167,2,0.0,0,0,0,0.0,0.0,0,0,4,1,1,12,6,9,11,2,10,0.625,0.311111,14,11,5,3,0.122807,14,1,1,0,0,1,31,51,2,3,1,1,8,0,7,0,19,12,0,17,1,100,136,9,6,7,3,21,0,20,0,36,41,0,32,1,0
L14740,Class,ConstantScoreRangeQuery,org.apache.lucene.search.ConstantScoreRangeQuery,L13758,L103,src/java/org/apache/lucene/search/ConstantScoreRangeQuery.java,39,1,152,2,0.0,0,0,0,0.0,0.0,0,0,1,2,1,40,4,4,4,4,15,0.75,0.252101,30,21,9,3,0.252101,30,1,1,0,0,1,89,114,7,5,6,3,11,0,11,0,22,54,0,21,1,89,114,7,5,6,3,11,0,11,0,22,54,0,21,1,0
L10905,Class,FieldSetting,org.apache.lucene.store.instantiated.FieldSetting,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/FieldSetting.java,23,1,61,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,7,0,5,4,0,4,0.333333,0.413043,19,19,1,2,0.413043,19,0,0,1,1,0,27,39,9,0,9,0,4,0,2,0,4,8,0,2,0,27,39,9,0,9,0,4,0,2,0,4,8,0,2,0,1
L10926,Class,FieldSettings,org.apache.lucene.store.instantiated.FieldSettings,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/FieldSettings.java,27,1,95,2,0.338028,1,8,2,0.289855,0.333333,20,18,1,1,1,17,1,3,4,1,6,1.0,0.27027,20,19,1,0,0.27027,20,0,0,0,0,0,54,69,1,0,1,0,5,0,0,0,5,30,0,0,0,54,69,1,0,1,0,5,0,0,0,5,30,0,0,0,1
L10960,Class,InstantiatedDocument,org.apache.lucene.store.instantiated.InstantiatedDocument,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedDocument.java,30,1,79,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,8,2,8,16,2,10,0.25,0.27907,12,10,2,6,0.27907,12,0,0,0,0,0,31,50,4,3,4,3,8,0,7,2,8,8,0,7,2,31,50,4,3,4,3,8,0,7,2,8,8,0,7,2,0
L10994,Class,InstantiatedIndex,org.apache.lucene.store.instantiated.InstantiatedIndex,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedIndex.java,54,1,350,2,0.20083,2,12,4,0.127946,0.175926,38,38,4,6,6,62,19,5,29,48,68,0.307692,0.169231,44,33,4,9,0.169231,44,0,0,0,0,0,216,297,8,7,8,7,20,0,12,4,20,134,0,12,4,216,297,8,7,8,7,20,0,12,4,20,134,0,12,4,0
L11168,Class,InstantiatedIndexReader,org.apache.lucene.store.instantiated.InstantiatedIndexReader,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedIndexReader.java,49,1,388,2,0.188648,1,9,1,0.0676471,0.108491,23,23,8,11,3,83,23,4,6,25,54,0.28,0.313131,93,87,7,18,0.304918,93,1,1,0,0,1,204,331,9,14,4,7,29,0,24,0,81,111,0,69,3,212,340,11,14,6,7,30,0,25,0,82,113,0,70,3,1
L11160,Class,InstantiatedIndexWriter,org.apache.lucene.store.instantiated.InstantiatedIndexWriter,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedIndexWriter.java,58,1,683,2,0.0428513,1,10,2,0.0383387,0.0623377,24,24,3,5,5,86,19,2,2,63,87,0.375,0.272,136,73,9,15,0.261036,136,0,0,0,0,0,364,601,10,5,10,5,24,0,23,4,24,245,0,23,4,385,626,28,5,19,5,27,0,24,4,31,247,0,26,4,1
L11010,Class,InstantiatedTerm,org.apache.lucene.store.instantiated.InstantiatedTerm,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTerm.java,31,1,250,2,0.0,0,0,0,0.0,0.0,0,0,2,3,2,28,3,10,14,7,23,0.533333,0.455556,82,69,8,7,0.44086,82,0,0,0,0,0,98,214,6,4,6,4,16,2,14,2,16,49,2,14,2,104,220,6,4,6,4,18,2,16,2,18,51,2,16,2,0
L11321,Class,InstantiatedTermDocs,org.apache.lucene.store.instantiated.InstantiatedTermDocs,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermDocs.java,25,1,131,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,21,8,2,4,10,19,0.3,0.230769,21,21,3,7,0.230769,21,1,1,1,1,1,70,107,4,0,4,0,9,0,9,0,9,36,0,9,0,70,107,4,0,4,0,9,0,9,0,9,36,0,9,0,0
L10974,Class,InstantiatedTermDocumentInformation,org.apache.lucene.store.instantiated.InstantiatedTermDocumentInformation,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermDocumentInformation.java,41,1,139,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10,4,13,17,3,13,0.285714,0.478261,44,44,2,5,0.427184,44,0,0,0,0,0,48,88,9,5,9,5,10,3,6,4,10,13,3,6,4,59,99,9,5,9,5,13,3,9,4,13,18,3,9,4,0
L11304,Class,InstantiatedTermEnum,org.apache.lucene.store.instantiated.InstantiatedTermEnum,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermEnum.java,28,1,106,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,12,5,1,2,6,13,0.625,0.26087,18,15,5,3,0.26087,18,1,1,0,0,1,51,79,3,0,3,0,7,0,7,0,8,25,0,8,0,51,79,3,0,3,0,7,0,7,0,8,25,0,8,0,1
L11823,Class,InstantiatedTermFreqVector,org.apache.lucene.store.instantiated.InstantiatedTermFreqVector,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermFreqVector.java,30,1,112,2,0.126354,1,2,1,0.156627,0.116667,13,7,1,3,3,17,4,1,3,4,13,0.2,0.318182,28,23,2,8,0.318182,28,1,1,1,1,1,60,83,5,4,5,4,9,0,9,0,9,37,0,9,0,60,83,5,4,5,4,9,0,9,0,9,37,0,9,0,0
L11337,Class,InstantiatedTermPositionVector,org.apache.lucene.store.instantiated.InstantiatedTermPositionVector,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermPositionVector.java,29,1,47,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,5,1,2,4,7,0.25,0.263158,5,5,1,3,0.263158,5,2,3,0,0,2,14,19,6,6,1,2,3,0,3,0,12,3,0,12,0,14,19,6,6,1,2,3,0,3,0,12,3,0,12,0,0
L11327,Class,InstantiatedTermPositions,org.apache.lucene.store.instantiated.InstantiatedTermPositions,L10876,L103,contrib/instantiated/src/java/org/apache/lucene/store/instantiated/InstantiatedTermPositions.java,26,1,100,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,9,4,1,1,5,12,0.5,0.463768,32,28,4,4,0.463768,32,2,3,0,0,2,37,75,5,2,1,2,7,0,7,0,14,14,0,14,0,37,75,5,2,1,2,7,0,7,0,14,14,0,14,0,0
L41269,Class,RestaurantInfo,org.apache.lucene.swing.models.RestaurantInfo,L41003,L103,contrib/swing/src/test/org/apache/lucene/swing/models/RestaurantInfo.java,20,1,100,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,17,0,4,3,0,17,0.0555556,0.197368,15,15,1,17,0.197368,15,0,0,0,0,0,61,81,8,8,8,8,17,0,17,8,17,17,0,17,8,61,81,8,8,8,8,17,0,17,8,17,17,0,17,8,0
L44646,Class,Constants,org.apache.lucene.util.Constants,L44343,L103,src/java/org/apache/lucene/util/Constants.java,27,1,47,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.738095,31,30,1,0,0.738095,31,0,0,0,0,0,11,21,8,0,8,0,1,8,0,0,1,0,8,0,0,11,21,8,0,8,0,1,8,0,0,1,0,8,0,0,0
L42249,Class,ConstantScoreQueryBuilder,org.apache.lucene.xmlparser.builders.ConstantScoreQueryBuilder,L42122,L103,contrib/xml-query-parser/src/java/org/apache/lucene/xmlparser/builders/ConstantScoreQueryBuilder.java,26,1,46,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,6,1,1,5,7,0.333333,0.516129,16,16,1,2,0.516129,16,1,1,0,0,1,15,21,1,1,1,1,2,0,2,0,2,5,0,2,0,15,21,1,1,1,1,2,0,2,0,2,5,0,2,0,0
L13989,Class,MediaWikiImageFetcher,org.eclipse.mylyn.internal.help.ui.anttask.MediaWikiImageFetcher,L13978,L103,src/org.eclipse.mylyn.help.ui/src/org/eclipse/mylyn/internal/help/ui/anttask/MediaWikiImageFetcher.java,34,1,147,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,23,0,0,0,0,8,0.125,0.180328,22,5,1,7,0.180328,22,0,0,0,0,0,100,114,3,3,3,3,8,0,7,3,8,60,0,7,3,100,114,3,3,3,3,8,0,7,3,8,60,0,7,3,0
L14034,Class,AntContextLabelProvider,org.eclipse.mylyn.internal.ide.ant.AntContextLabelProvider,L14019,L103,src/org.eclipse.mylyn.ide.ant/src/org/eclipse/mylyn/internal/ide/ant/AntContextLabelProvider.java,26,1,63,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,6,8,0,0,5,11,1.0,0.0909091,3,3,1,0,0.0909091,3,1,1,0,0,1,30,38,1,8,1,6,6,1,0,0,12,8,1,6,0,30,38,1,8,1,6,6,1,0,0,12,8,1,6,0,0
L14061,Class,AntEditingMonitor,org.eclipse.mylyn.internal.ide.ant.AntEditingMonitor,L14019,L103,src/org.eclipse.mylyn.ide.ant/src/org/eclipse/mylyn/internal/ide/ant/AntEditingMonitor.java,32,1,133,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,19,4,2,2,4,8,0.333333,0.182796,17,6,1,2,0.182796,17,1,1,0,0,1,76,102,1,3,0,2,4,0,2,0,14,44,0,6,0,76,102,1,3,0,2,4,0,2,0,14,44,0,6,0,0
L14096,Class,AntStructureBridge,org.eclipse.mylyn.internal.ide.ant.AntStructureBridge,L14019,L103,src/org.eclipse.mylyn.ide.ant/src/org/eclipse/mylyn/internal/ide/ant/AntStructureBridge.java,47,1,352,2,0.202749,4,15,4,0.160131,0.215962,49,46,4,5,4,50,6,2,0,8,20,0.846154,0.294702,89,36,11,2,0.294702,89,1,1,0,0,1,213,306,3,10,2,8,12,1,12,0,15,124,1,15,1,213,306,3,10,2,8,12,1,12,0,15,124,1,15,1,0
L14146,Class,AntUiBridge,org.eclipse.mylyn.internal.ide.ant.AntUiBridge,L14019,L103,src/org.eclipse.mylyn.ide.ant/src/org/eclipse/mylyn/internal/ide/ant/AntUiBridge.java,47,1,194,2,0.27027,2,7,2,0.331081,0.228261,49,21,3,5,5,23,5,0,0,2,10,0.375,0.347518,49,19,3,5,0.347518,49,1,1,0,0,1,92,148,0,4,0,4,8,0,7,0,8,47,0,7,0,92,148,0,4,0,4,8,0,7,0,8,47,0,7,0,0
L14170,Class,AntUiBridgePlugin,org.eclipse.mylyn.internal.ide.ant.AntUiBridgePlugin,L14019,L103,src/org.eclipse.mylyn.ide.ant/src/org/eclipse/mylyn/internal/ide/ant/AntUiBridgePlugin.java,23,1,66,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,6,2,4,1,2,7,0.2,0.16129,5,4,1,4,0.138889,5,0,0,0,0,0,26,37,3,1,3,1,5,1,4,0,5,8,1,4,0,31,44,3,1,3,1,6,1,5,0,6,9,1,5,0,0
L14195,Class,Messages,org.eclipse.mylyn.internal.ide.ant.Messages,L14019,L103,src/org.eclipse.mylyn.ide.ant/src/org/eclipse/mylyn/internal/ide/ant/Messages.java,16,1,29,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0909091,1,0,0,2,0.0909091,1,0,0,0,0,0,10,14,2,0,2,0,1,1,1,0,1,1,1,1,0,10,14,2,0,2,0,1,1,1,0,1,1,1,1,0,0
