ID,Type,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug,fe,rb,lm,bc,bm,cdsbp,cc,dacl,dico,gc,ic,lc,lpl,mc,ss,sc,sg
L7749,Class,EBPlugin,org.gjt.sp.jedit.EBPlugin,L8198,L103,org/gjt/sp/jedit/EBPlugin.java,30,1,40,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,3,3,0,0,2,1.0,0.666667,10,10,2,0,0.666667,10,1,2,2,2,2,5,11,1,2,0,0,2,0,1,0,9,0,0,8,0,5,11,1,2,0,0,2,0,1,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L8674,Class,EditAction,org.gjt.sp.jedit.EditAction,L8198,L103,org/gjt/sp/jedit/EditAction.java,36,1,246,2,0.0,0,0,0,0.0,0.0,0,0,6,4,2,23,2,19,16,1,17,0.9375,0.467836,80,74,15,1,0.477387,95,0,0,2,2,0,91,185,2,5,2,5,16,0,15,0,16,32,0,15,0,104,211,3,5,3,5,18,0,17,0,18,34,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L10813,Class,EditBus,org.gjt.sp.jedit.EditBus,L8198,L103,org/gjt/sp/jedit/EditBus.java,39,1,187,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,17,3,21,59,4,13,1.0,0.364865,54,52,9,0,0.364865,54,0,0,0,0,0,94,149,4,3,4,3,9,0,8,0,9,44,0,8,0,94,149,4,3,4,3,9,0,8,0,9,44,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8621,Class,EditPane,org.gjt.sp.jedit.EditPane,L8198,L103,org/gjt/sp/jedit/EditPane.java,38,1,550,2,0.114577,1,2,2,0.0545809,0.0729167,28,28,1,10,4,73,18,17,39,74,91,0.923077,0.155056,69,52,12,1,0.151515,70,1,1,0,0,1,376,496,7,4,7,4,17,0,12,1,17,190,0,12,1,392,513,7,4,7,4,19,0,14,1,19,194,0,14,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0
L7808,Class,EditPlugin,org.gjt.sp.jedit.EditPlugin,L8198,L103,org/gjt/sp/jedit/EditPlugin.java,38,1,185,2,0.0,0,0,0,0.0,0.0,0,0,5,0,0,7,3,13,8,0,7,1.0,0.782051,61,61,8,0,0.503546,71,0,0,3,5,0,17,80,1,2,1,2,7,0,7,0,7,2,0,7,0,70,148,5,9,5,7,15,0,13,0,22,21,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L11126,Class,EditServer,org.gjt.sp.jedit.EditServer,L8198,L103,org/gjt/sp/jedit/EditServer.java,49,1,239,2,0.0,0,0,0,0.0,0.0,0,0,2,4,4,19,4,1,2,9,15,0.5,0.25,45,29,2,2,0.240642,45,0,0,0,0,0,135,184,4,0,4,0,6,0,3,0,6,65,0,3,0,142,191,4,0,4,0,7,0,4,0,7,68,0,4,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
L13960,Class,GUIUtilities,org.gjt.sp.jedit.GUIUtilities,L8198,L103,org/gjt/sp/jedit/GUIUtilities.java,56,1,1074,2,0.167626,5,19,11,0.105005,0.148148,107,96,10,15,4,116,20,62,121,24,61,0.971429,0.303634,259,248,34,1,0.281915,265,0,0,0,0,0,594,920,9,4,9,4,37,6,34,0,37,296,6,34,0,675,1019,15,4,15,4,42,6,38,0,42,327,6,38,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
L8666,Class,JARClassLoader,org.gjt.sp.jedit.JARClassLoader,L8198,L103,org/gjt/sp/jedit/JARClassLoader.java,35,1,433,2,0.0,0,0,0,0.0,0.0,0,0,1,6,3,62,7,6,6,21,34,0.555556,0.0793201,28,22,5,4,0.0793201,28,0,0,0,0,0,325,399,3,4,3,4,13,0,8,0,13,173,0,8,0,325,399,3,4,3,4,13,0,8,0,13,173,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L12949,Class,Macros,org.gjt.sp.jedit.Macros,L8198,L103,org/gjt/sp/jedit/Macros.java,44,1,632,2,0.260684,4,18,8,0.208829,0.263158,123,105,6,3,2,38,17,15,11,31,48,1.0,0.293413,98,95,16,0,0.206166,107,0,0,0,0,0,236,387,6,3,6,3,17,0,15,0,17,112,0,15,0,412,589,15,8,13,3,31,3,26,0,47,184,3,41,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
L10381,Class,Marker,org.gjt.sp.jedit.Marker,L8198,L103,org/gjt/sp/jedit/Marker.java,32,1,93,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,8,2,7,15,1,7,1.0,0.354839,22,21,4,0,0.354839,22,0,0,0,0,0,40,62,4,2,4,2,6,0,3,1,6,10,0,3,1,40,62,4,2,4,2,6,0,3,1,6,10,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8900,Class,MiscUtilities,org.gjt.sp.jedit.MiscUtilities,L8198,L103,org/gjt/sp/jedit/MiscUtilities.java,38,1,741,2,0.0209302,1,8,2,0.0284091,0.0403587,20,18,13,3,3,117,2,49,86,2,30,1.0,0.275132,156,141,25,0,0.282209,184,0,0,0,0,0,411,637,0,9,0,9,28,0,24,0,28,242,0,24,0,468,704,0,9,0,9,33,0,29,0,33,261,0,29,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0
L10151,Class,Mode,org.gjt.sp.jedit.Mode,L8198,L103,org/gjt/sp/jedit/Mode.java,38,1,239,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,30,6,15,21,6,18,1.0,0.391753,76,73,13,0,0.391753,76,0,0,0,0,0,118,202,5,4,5,4,12,0,12,2,12,46,0,12,2,118,202,5,4,5,4,12,0,12,2,12,46,0,12,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L15361,Class,ModeCatalogHandler,org.gjt.sp.jedit.ModeCatalogHandler,L8198,L103,org/gjt/sp/jedit/ModeCatalogHandler.java,27,1,138,2,0.168831,1,3,1,0.169643,0.216867,19,18,2,4,2,20,5,1,1,8,13,0.0,0.0833333,8,2,0,5,0.0833333,8,2,2,0,0,1,88,112,6,0,6,0,5,0,4,0,18,40,0,17,0,88,112,6,0,6,0,5,0,4,0,18,40,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L13327,Class,OptionGroup,org.gjt.sp.jedit.OptionGroup,L8198,L103,org/gjt/sp/jedit/OptionGroup.java,27,1,104,2,0.0,0,0,0,0.0,0.0,0,0,1,4,3,17,2,3,10,2,11,0.0,0.0,0,0,0,10,0.0,0,0,0,0,0,0,66,78,2,5,2,5,9,0,9,0,9,23,0,9,0,66,78,2,5,2,5,9,0,9,0,9,23,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8403,Interface,OptionPane,org.gjt.sp.jedit.OptionPane,L8198,L103,org/gjt/sp/jedit/OptionPane.java,36,1,59,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4,0,5,4,0,4,1.0,0.885246,54,26,5,0,0.885246,54,0,0,1,18,0,7,24,0,2,0,2,4,0,4,0,4,0,0,4,0,7,24,0,2,0,2,4,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L13921,Class,Registers,org.gjt.sp.jedit.Registers,L8198,L103,org/gjt/sp/jedit/Registers.java,38,1,442,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,34,4,3,4,13,25,1.0,0.301527,79,74,12,0,0.325137,119,0,0,0,0,0,183,301,1,2,1,2,12,0,11,2,12,71,0,11,2,247,405,3,2,3,2,21,0,20,5,21,91,0,20,5,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
L20405,Class,TextUtilities,org.gjt.sp.jedit.TextUtilities,L8198,L103,org/gjt/sp/jedit/TextUtilities.java,30,1,527,2,0.0,0,0,0,0.0,0.0,0,0,7,8,7,86,4,5,17,4,12,1.0,0.297505,155,72,9,0,0.297505,155,0,0,0,0,0,366,498,0,0,0,0,8,0,8,0,8,262,0,8,0,366,498,0,0,0,0,8,0,8,0,8,262,0,8,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
L7820,Class,View,org.gjt.sp.jedit.View,L8198,L103,org/gjt/sp/jedit/View.java,43,1,1058,2,0.112721,3,19,5,0.0688976,0.0915805,70,62,1,4,4,136,26,85,118,57,109,0.97561,0.243812,197,181,40,1,0.22408,201,1,1,0,0,1,611,920,16,17,16,17,52,0,40,6,52,338,0,40,6,696,1016,17,17,17,17,62,0,50,6,62,370,0,50,6,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0
L8808,Interface,BrowserListener,org.gjt.sp.jedit.browser.BrowserListener,L8714,L103,org/gjt/sp/jedit/browser/BrowserListener.java,31,1,46,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,3,2,2,0,2,1.0,0.814815,22,15,3,0,0.814815,22,0,0,1,1,0,5,16,0,0,0,0,2,0,2,0,2,0,0,2,0,5,16,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L8982,Class,BrowserView,org.gjt.sp.jedit.browser.BrowserView,L8714,L103,org/gjt/sp/jedit/browser/BrowserView.java,37,1,524,2,0.0721248,2,6,2,0.0512295,0.0628272,25,24,1,3,3,33,12,8,12,9,20,0.111111,0.157895,30,7,1,8,0.0925926,40,0,0,0,0,0,160,225,11,2,11,2,11,0,8,0,11,87,0,8,0,392,488,13,4,13,4,22,0,13,0,22,207,0,13,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L9102,Class,FileCellRenderer,org.gjt.sp.jedit.browser.FileCellRenderer,L8714,L103,org/gjt/sp/jedit/browser/FileCellRenderer.java,31,1,177,2,0.0,0,0,0,0.0,0.0,0,0,1,4,2,16,5,1,1,3,7,0.0,0.0763359,10,3,0,3,0.0763359,10,0,0,0,0,0,121,147,11,2,11,2,4,0,2,0,4,56,0,2,0,121,147,11,2,11,2,4,0,2,0,4,56,0,2,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
L8740,Class,VFSBrowser,org.gjt.sp.jedit.browser.VFSBrowser,L8714,L103,org/gjt/sp/jedit/browser/VFSBrowser.java,42,1,925,2,0.0433673,2,15,5,0.0384615,0.0391566,34,26,3,5,4,107,27,22,21,54,90,0.230769,0.11512,67,39,6,20,0.0944882,72,1,2,0,0,2,515,686,26,9,25,9,36,4,25,3,36,283,5,25,3,690,884,29,9,28,9,45,4,31,3,45,363,5,31,3,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0
L9657,Class,VFSFileChooserDialog,org.gjt.sp.jedit.browser.VFSFileChooserDialog,L8714,L103,org/gjt/sp/jedit/browser/VFSFileChooserDialog.java,37,1,282,2,0.0,0,0,0,0.0,0.0,0,0,1,4,3,27,14,4,3,19,25,0.166667,0.0377358,6,6,1,5,0.0365297,8,1,1,0,0,1,153,183,7,1,6,1,6,0,5,0,7,95,0,6,0,211,246,7,1,6,1,10,0,9,0,11,122,0,10,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
L11249,Class,AbbrevEditor,org.gjt.sp.jedit.gui.AbbrevEditor,L11205,L103,org/gjt/sp/jedit/gui/AbbrevEditor.java,28,1,186,2,0.225621,1,12,2,0.238994,0.272727,38,36,0,3,3,22,1,3,4,1,6,0.0,0.00719424,1,1,0,6,0.00719424,1,0,0,0,0,0,138,159,2,3,2,3,5,0,5,1,5,93,0,5,1,138,159,2,3,2,3,5,0,5,1,5,93,0,5,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
L11265,Class,AboutDialog,org.gjt.sp.jedit.gui.AboutDialog,L11205,L103,org/gjt/sp/jedit/gui/AboutDialog.java,28,1,94,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,3,4,0,0,4,7,0.0,0.0408163,2,1,0,4,0.0357143,2,1,1,0,0,1,47,60,2,0,1,0,3,0,3,0,4,31,0,4,0,54,67,2,0,1,0,4,0,4,0,5,32,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8286,Class,AddAbbrevDialog,org.gjt.sp.jedit.gui.AddAbbrevDialog,L11205,L103,org/gjt/sp/jedit/gui/AddAbbrevDialog.java,28,1,112,2,0.294766,1,1,1,0.211765,0.225352,18,16,0,0,0,1,6,2,1,6,7,0.0,0.0208333,1,1,0,2,0.0133333,1,0,0,0,0,0,47,57,6,0,6,0,1,0,1,0,1,34,0,1,0,74,85,6,0,6,0,3,0,3,0,3,44,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8628,Class,BeanShellErrorDialog,org.gjt.sp.jedit.gui.BeanShellErrorDialog,L11205,L103,org/gjt/sp/jedit/gui/BeanShellErrorDialog.java,28,1,86,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,3,4,1,3,2,5,0.25,0.0238095,1,1,1,3,0.04,2,1,1,0,0,1,41,52,1,0,0,0,3,0,3,0,4,29,0,4,0,48,59,1,0,0,0,4,0,4,0,5,30,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L11350,Class,BufferOptions,org.gjt.sp.jedit.gui.BufferOptions,L11205,L103,org/gjt/sp/jedit/gui/BufferOptions.java,35,1,433,2,0.424599,7,19,19,0.360902,0.360119,144,121,2,3,2,20,9,2,2,14,18,0.5,0.0640244,21,8,2,2,0.0581717,21,1,1,0,0,1,307,366,17,0,16,0,4,0,3,0,5,231,0,4,0,340,399,17,0,16,0,5,0,4,0,6,247,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L10965,Class,BufferSwitcher,org.gjt.sp.jedit.gui.BufferSwitcher,L11205,L103,org/gjt/sp/jedit/gui/BufferSwitcher.java,30,1,88,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,4,2,2,3,5,0.0,0.16,4,1,0,3,0.0754717,4,0,0,0,0,0,21,31,2,0,2,0,2,0,2,0,2,10,0,2,0,49,59,2,1,2,1,4,0,4,0,4,20,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L13062,Class,CheckBoxListModel,org.gjt.sp.jedit.gui.CheckBoxListModel,L11205,L103,org/gjt/sp/jedit/gui/JCheckBoxList.java,145,1,231,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,19,2,1,2,1,11,0.0,0.0,0,0,0,8,0.0,0,0,0,0,0,0,77,87,1,5,1,5,10,0,7,1,10,28,0,7,1,77,87,1,5,1,5,10,0,7,1,10,28,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L11473,Class,CloseDialog,org.gjt.sp.jedit.gui.CloseDialog,L11205,L103,org/gjt/sp/jedit/gui/CloseDialog.java,30,1,190,2,0.109091,1,1,1,0.068323,0.0629921,11,8,4,2,2,7,7,3,3,6,11,0.2,0.0641026,5,3,1,4,0.037037,5,1,1,0,0,1,73,97,8,0,7,0,5,0,4,0,6,46,0,5,0,130,161,8,0,7,0,7,0,6,0,8,82,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L11546,Class,CompleteWord,org.gjt.sp.jedit.gui.CompleteWord,L11205,L103,org/gjt/sp/jedit/gui/CompleteWord.java,29,1,158,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,5,3,4,4,7,0.0,0.0666667,3,1,0,3,0.0280374,3,0,0,0,0,0,42,59,3,0,3,0,3,0,2,0,3,23,0,2,0,104,130,3,0,3,0,6,0,5,0,6,58,0,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
L11658,Class,DefaultInputHandler,org.gjt.sp.jedit.gui.DefaultInputHandler,L11205,L103,org/gjt/sp/jedit/gui/DefaultInputHandler.java,36,1,384,2,0.0,0,0,0,0.0,0.0,0,0,2,4,4,53,5,2,2,6,16,1.0,0.23053,74,61,11,0,0.23053,74,1,1,0,0,1,247,349,10,4,3,1,10,0,10,0,23,125,0,21,2,247,349,10,4,3,1,10,0,10,0,23,125,0,21,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
L8028,Interface,DockableWindow,org.gjt.sp.jedit.gui.DockableWindow,L11205,L103,org/gjt/sp/jedit/gui/DockableWindow.java,30,1,51,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,12,6,0,2,1.0,0.818182,27,20,3,0,0.818182,27,0,0,4,4,0,6,22,1,2,1,2,2,1,2,0,2,0,1,2,0,6,22,1,2,1,2,2,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L11749,Interface,DockableWindowContainer,org.gjt.sp.jedit.gui.DockableWindowContainer,L11205,L103,org/gjt/sp/jedit/gui/DockableWindowContainer.java,36,1,478,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5,1,4,6,0,5,0.166667,0.466667,7,7,1,5,0.0481013,19,0,0,2,2,0,8,16,0,0,0,0,5,0,5,0,5,0,0,5,0,376,443,15,3,15,3,36,1,33,1,36,168,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
L8006,Class,DockableWindowManager,org.gjt.sp.jedit.gui.DockableWindowManager,L11205,L103,org/gjt/sp/jedit/gui/DockableWindowManager.java,38,1,566,2,0.0825806,1,8,2,0.0680529,0.0824176,36,30,1,5,3,35,11,12,8,19,35,0.764706,0.292517,86,84,13,4,0.189765,89,0,0,0,0,0,208,333,12,5,12,5,16,5,16,0,16,105,5,16,0,380,529,20,7,20,7,28,5,27,0,28,184,5,27,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
L12112,Class,EditAbbrevDialog,org.gjt.sp.jedit.gui.EditAbbrevDialog,L11205,L103,org/gjt/sp/jedit/gui/EditAbbrevDialog.java,28,1,107,2,0.462046,2,2,2,0.275,0.3125,22,20,0,1,1,3,5,2,1,8,10,0.0,0.0196078,1,1,0,3,0.0147059,1,0,0,0,0,0,50,62,5,1,5,1,2,0,2,0,2,34,0,2,0,67,80,5,1,5,1,4,0,4,0,4,39,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L12146,Class,EnhancedButton,org.gjt.sp.jedit.gui.EnhancedButton,L11205,L103,org/gjt/sp/jedit/gui/EnhancedButton.java,29,1,59,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,4,2,1,1,1,4,0.0,0.0,0,0,0,4,0.0,0,0,0,0,0,0,26,31,0,1,0,1,3,0,3,0,3,11,0,3,0,26,31,0,1,0,1,3,0,3,0,3,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
L9659,Class,EnhancedDialog,org.gjt.sp.jedit.gui.EnhancedDialog,L11205,L103,org/gjt/sp/jedit/gui/EnhancedDialog.java,34,1,147,2,0.354949,1,6,2,0.245614,0.301075,28,28,0,0,0,3,3,19,18,0,3,0.25,0.346154,9,9,1,3,0.101852,11,0,0,16,16,0,17,27,1,0,1,0,3,0,3,0,3,7,0,3,0,97,114,1,0,1,0,9,0,7,0,9,46,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8048,Class,FontSelector,org.gjt.sp.jedit.gui.FontSelector,L11205,L103,org/gjt/sp/jedit/gui/FontSelector.java,36,1,89,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,6,2,5,5,1,3,0.5,0.15,6,6,1,1,0.113208,6,0,0,0,0,0,34,41,0,0,0,0,2,0,1,0,2,18,0,1,0,47,54,0,0,0,0,3,0,2,0,3,22,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L12323,Class,FontSelectorDialog,org.gjt.sp.jedit.gui.FontSelectorDialog,L11205,L103,org/gjt/sp/jedit/gui/FontSelector.java,91,1,361,2,0.0929071,2,2,2,0.0664207,0.0550459,18,12,2,4,4,15,4,3,3,2,9,0.0,0.0263158,5,5,0,5,0.0221239,5,1,1,0,0,1,185,234,12,2,11,2,7,0,4,0,8,114,0,5,0,221,271,12,2,11,2,9,0,6,0,10,132,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L12394,Class,GrabKeyDialog,org.gjt.sp.jedit.gui.GrabKeyDialog,L11205,L103,org/gjt/sp/jedit/gui/GrabKeyDialog.java,34,1,499,2,0.0587768,1,8,2,0.0493562,0.0613497,23,20,2,3,3,28,5,6,4,6,15,1.0,0.219895,42,30,6,0,0.173697,70,0,0,0,0,0,149,231,9,4,9,4,9,0,5,0,9,86,0,5,0,333,466,14,6,14,6,17,4,11,0,17,174,4,11,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
L9428,Class,HistoryModel,org.gjt.sp.jedit.gui.HistoryModel,L11205,L103,org/gjt/sp/jedit/gui/HistoryModel.java,35,1,237,2,0.0,0,0,0,0.0,0.0,0,0,1,4,4,29,3,7,20,4,13,1.0,0.35023,76,42,9,0,0.35023,76,0,0,0,0,0,141,203,4,4,4,4,9,0,8,0,9,63,0,8,0,141,203,4,4,4,4,9,0,8,0,9,63,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
